"都道府県名","市区町村名","総数（人口）
【H29.1.1時点】","交付枚数
【H29.12.1時点】","交付率"
"全国","","127,907,086","13,009,137","10.2%"
"兵庫県","赤穂市","49,090","5,760","11.7%"
"兵庫県","西脇市","41,654","2,981","7.2%"
"兵庫県","宝塚市","234,349","25,027","10.7%"
"兵庫県","三木市","78,803","9,788","12.4%"
"兵庫県","高砂市","92,770","10,565","11.4%"
"兵庫県","川西市","159,668","22,416","14.0%"
"兵庫県","小野市","49,083","3,960","8.1%"
"兵庫県","三田市","113,794","11,662","10.2%"
"兵庫県","加西市","45,099","3,649","8.1%"
"兵庫県","篠山市","42,617","3,247","7.6%"
"兵庫県","養父市","24,778","2,190","8.8%"
"兵庫県","丹波市","66,108","4,894","7.4%"
"兵庫県","南あわじ市","48,733","3,128","6.4%"
"兵庫県","朝来市","31,481","2,384","7.6%"
"兵庫県","淡路市","45,279","4,204","9.3%"
"兵庫県","宍粟市","39,352","3,736","9.5%"
"兵庫県","加東市","40,329","5,854","14.5%"
"兵庫県","たつの市","78,231","7,867","10.1%"
"兵庫県","川辺郡猪名川町","31,729","4,203","13.2%"
"兵庫県","多可郡多可町","21,682","1,694","7.8%"
"兵庫県","加古郡稲美町","31,470","3,848","12.2%"
"兵庫県","加古郡播磨町","34,711","6,294","18.1%"
"兵庫県","神崎郡市川町","12,675","1,145","9.0%"
"兵庫県","神崎郡福崎町","19,527","1,305","6.7%"
"兵庫県","神崎郡神河町","11,855","1,306","11.0%"
"兵庫県","揖保郡太子町","34,344","3,948","11.5%"
"兵庫県","赤穂郡上郡町","15,586","2,090","13.4%"
"兵庫県","佐用郡佐用町","17,711","1,354","7.6%"
"兵庫県","美方郡香美町","18,634","1,638","8.8%"
"兵庫県","美方郡新温泉町","15,174","1,166","7.7%"
"奈良県","奈良市","360,459","39,578","11.0%"
"奈良県","大和高田市","66,784","6,548","9.8%"
"奈良県","大和郡山市","87,742","12,036","13.7%"
"奈良県","天理市","66,588","8,076","12.1%"
"奈良県","橿原市","123,589","21,748","17.6%"
"奈良県","桜井市","58,625","5,042","8.6%"
"奈良県","五條市","31,911","2,567","8.0%"
"奈良県","御所市","27,065","2,676","9.9%"
"奈良県","生駒市","120,925","20,351","16.8%"
"奈良県","香芝市","79,044","8,807","11.1%"
"奈良県","葛城市","37,170","2,996","8.1%"
"奈良県","宇陀市","31,660","3,147","9.9%"
"奈良県","山辺郡山添村","3,737","233","6.2%"
"奈良県","生駒郡平群町","19,247","2,148","11.2%"
"奈良県","生駒郡三郷町","23,262","2,617","11.3%"
"奈良県","生駒郡斑鳩町","28,298","3,620","12.8%"
"奈良県","生駒郡安堵町","7,559","704","9.3%"
"奈良県","磯城郡川西町","8,688","769","8.9%"
"奈良県","磯城郡三宅町","7,069","561","7.9%"
"奈良県","磯城郡田原本町","32,330","3,099","9.6%"
"奈良県","宇陀郡曽爾村","1,545","98","6.3%"
"奈良県","宇陀郡御杖村","1,758","153","8.7%"
"奈良県","高市郡高取町","7,006","656","9.4%"
