"都道府県名","市区町村名","総数（人口）
【H28.1.1時点】","交付枚数
【H29.5.15時点】","交付率"
"全国","","128,066,211","11,474,475","9.0%"
"山形県","上山市","31,834","1,987","6.2%"
"山形県","村山市","25,474","1,504","5.9%"
"山形県","長井市","27,946","1,660","5.9%"
"山形県","天童市","62,136","3,897","6.3%"
"山形県","東根市","47,841","3,137","6.6%"
"山形県","尾花沢市","17,432","1,031","5.9%"
"山形県","南陽市","32,509","1,824","5.6%"
"山形県","東村山郡山辺町","14,737","858","5.8%"
"山形県","東村山郡中山町","11,739","722","6.2%"
"山形県","西村山郡河北町","19,419","1,403","7.2%"
"山形県","西村山郡西川町","5,831","386","6.6%"
"山形県","西村山郡朝日町","7,401","512","6.9%"
"山形県","西村山郡大江町","8,717","709","8.1%"
"山形県","北村山郡大石田町","7,592","513","6.8%"
"山形県","最上郡金山町","6,003","330","5.5%"
"山形県","最上郡最上町","9,251","562","6.1%"
"山形県","最上郡舟形町","5,736","348","6.1%"
"山形県","最上郡真室川町","8,356","496","5.9%"
"山形県","最上郡大蔵村","3,508","284","8.1%"
"山形県","最上郡鮭川村","4,543","262","5.8%"
"山形県","最上郡戸沢村","4,970","338","6.8%"
"山形県","東置賜郡高畠町","24,322","1,196","4.9%"
"山形県","東置賜郡川西町","16,129","867","5.4%"
"山形県","西置賜郡小国町","8,123","1,348","16.6%"
"山形県","西置賜郡白鷹町","14,667","827","5.6%"
"山形県","西置賜郡飯豊町","7,553","651","8.6%"
"山形県","東田川郡三川町","7,560","447","5.9%"
"山形県","東田川郡庄内町","22,220","1,351","6.1%"
"山形県","飽海郡遊佐町","14,649","893","6.1%"
"福島県","福島市","285,026","24,662","8.7%"
"福島県","会津若松市","122,749","9,905","8.1%"
"福島県","郡山市","327,307","27,129","8.3%"
"福島県","いわき市","331,920","24,465","7.4%"
"福島県","白河市","62,754","5,171","8.2%"
"福島県","須賀川市","77,990","5,872","7.5%"
"福島県","喜多方市","50,141","3,276","6.5%"
"福島県","相馬市","35,939","3,046","8.5%"
"福島県","二本松市","56,962","4,089","7.2%"
"福島県","田村市","38,890","3,341","8.6%"
"福島県","南相馬市","63,930","6,241","9.8%"
"福島県","伊達市","63,015","4,578","7.3%"
"福島県","本宮市","30,760","1,911","6.2%"
"福島県","伊達郡桑折町","12,353","690","5.6%"
"福島県","伊達郡国見町","9,604","940","9.8%"
"福島県","伊達郡川俣町","14,408","1,364","9.5%"
"福島県","安達郡大玉村","8,525","471","5.5%"
"福島県","岩瀬郡鏡石町","12,879","927","7.2%"
"福島県","岩瀬郡天栄村","5,957","291","4.9%"
"福島県","南会津郡下郷町","6,155","411","6.7%"
"福島県","南会津郡檜枝岐村","588","105","17.9%"
"福島県","南会津郡只見町","4,585","429","9.4%"
"福島県","南会津郡南会津町","16,858","1,501","8.9%"
"福島県","耶麻郡北塩原村","2,954","224","7.6%"
