"都道府県名","市区町村名","総数（人口）
【H29.1.1時点】","交付枚数
【H29.12.1時点】","交付率"
"全国","","127,907,086","13,009,137","10.2%"
"北海道","広尾郡大樹町","5,737","408","7.1%"
"北海道","広尾郡広尾町","7,179","513","7.1%"
"北海道","中川郡幕別町","27,269","1,903","7.0%"
"北海道","中川郡池田町","6,996","692","9.9%"
"北海道","中川郡豊頃町","3,240","237","7.3%"
"北海道","中川郡本別町","7,406","496","6.7%"
"北海道","足寄郡足寄町","7,139","575","8.1%"
"北海道","足寄郡陸別町","2,500","190","7.6%"
"北海道","十勝郡浦幌町","4,997","379","7.6%"
"北海道","釧路郡釧路町","19,971","1,491","7.5%"
"北海道","厚岸郡厚岸町","9,837","652","6.6%"
"北海道","厚岸郡浜中町","6,101","371","6.1%"
"北海道","川上郡標茶町","7,821","460","5.9%"
"北海道","川上郡弟子屈町","7,607","532","7.0%"
"北海道","阿寒郡鶴居村","2,525","187","7.4%"
"北海道","白糠郡白糠町","8,215","628","7.6%"
"北海道","野付郡別海町","15,497","1,177","7.6%"
"北海道","標津郡中標津町","23,887","2,006","8.4%"
"北海道","標津郡標津町","5,368","453","8.4%"
"北海道","目梨郡羅臼町","5,358","331","6.2%"
"青森県","青森市","290,137","28,961","10.0%"
"青森県","弘前市","175,721","15,884","9.0%"
"青森県","八戸市","234,189","24,517","10.5%"
"青森県","黒石市","34,564","2,363","6.8%"
"青森県","五所川原市","56,575","4,952","8.8%"
"青森県","十和田市","62,958","6,764","10.7%"
"青森県","三沢市","40,480","4,591","11.3%"
"青森県","むつ市","59,944","5,569","9.3%"
"青森県","つがる市","33,833","3,789","11.2%"
"青森県","平川市","32,013","1,910","6.0%"
"青森県","東津軽郡平内町","11,468","1,056","9.2%"
"青森県","東津軽郡今別町","2,842","355","12.5%"
"青森県","東津軽郡蓬田村","2,921","230","7.9%"
"青森県","東津軽郡外ヶ浜町","6,451","555","8.6%"
"青森県","西津軽郡鰺ヶ沢町","10,520","934","8.9%"
"青森県","西津軽郡深浦町","8,724","634","7.3%"
"青森県","中津軽郡西目屋村","1,378","97","7.0%"
"青森県","南津軽郡藤崎町","15,306","831","5.4%"
"青森県","南津軽郡大鰐町","10,060","794","7.9%"
"青森県","南津軽郡田舎館村","8,050","469","5.8%"
"青森県","北津軽郡板柳町","14,169","853","6.0%"
"青森県","北津軽郡鶴田町","13,428","681","5.1%"
"青森県","北津軽郡中泊町","11,665","675","5.8%"
"青森県","上北郡野辺地町","13,755","1,580","11.5%"
"青森県","上北郡七戸町","16,291","1,484","9.1%"
"青森県","上北郡六戸町","10,988","1,228","11.2%"
"青森県","上北郡横浜町","4,719","455","9.6%"
"青森県","上北郡東北町","18,249","1,718","9.4%"
"青森県","上北郡六ヶ所村","10,553","899","8.5%"
"青森県","上北郡おいらせ町","25,379","2,273","9.0%"
"青森県","下北郡大間町","5,595","378","6.8%"
"青森県","下北郡東通村","6,757","526","7.8%"
"青森県","下北郡風間浦村","2,049","145","7.1%"
