"都道府県名","市区町村名","総数（人口）
【H29.1.1時点】","交付枚数
【H29.12.1時点】","交付率"
"全国","","127,907,086","13,009,137","10.2%"
"静岡県","富士宮市","134,176","12,202","9.1%"
"静岡県","伊東市","70,682","6,827","9.7%"
"静岡県","島田市","99,971","9,036","9.0%"
"静岡県","富士市","255,839","27,563","10.8%"
"静岡県","磐田市","170,419","14,581","8.6%"
"静岡県","焼津市","141,338","13,021","9.2%"
"静岡県","掛川市","117,792","9,778","8.3%"
"静岡県","藤枝市","146,531","14,822","10.1%"
"静岡県","御殿場市","89,178","9,819","11.0%"
"静岡県","袋井市","87,603","6,633","7.6%"
"静岡県","下田市","22,714","2,774","12.2%"
"静岡県","裾野市","52,711","6,047","11.5%"
"静岡県","湖西市","60,363","6,029","10.0%"
"静岡県","伊豆市","31,842","2,735","8.6%"
"静岡県","御前崎市","33,358","2,809","8.4%"
"静岡県","菊川市","47,955","4,546","9.5%"
"静岡県","伊豆の国市","49,498","5,761","11.6%"
"静岡県","牧之原市","46,522","3,655","7.9%"
"静岡県","賀茂郡東伊豆町","12,742","1,878","14.7%"
"静岡県","賀茂郡河津町","7,498","720","9.6%"
"静岡県","賀茂郡南伊豆町","8,669","927","10.7%"
"静岡県","賀茂郡松崎町","7,007","692","9.9%"
"静岡県","賀茂郡西伊豆町","8,416","861","10.2%"
"静岡県","田方郡函南町","38,363","3,364","8.8%"
"静岡県","駿東郡清水町","32,686","2,880","8.8%"
"静岡県","駿東郡長泉町","43,000","3,439","8.0%"
"静岡県","駿東郡小山町","19,134","2,056","10.7%"
"静岡県","榛原郡吉田町","29,681","2,450","8.3%"
"静岡県","榛原郡川根本町","7,281","614","8.4%"
"静岡県","周智郡森町","18,813","1,490","7.9%"
"愛知県","名古屋市","2,279,194","235,883","10.3%"
"愛知県","豊橋市","378,018","31,253","8.3%"
"愛知県","岡崎市","384,659","32,541","8.5%"
"愛知県","一宮市","386,208","30,357","7.9%"
"愛知県","瀬戸市","130,403","13,407","10.3%"
"愛知県","半田市","118,919","12,956","10.9%"
"愛知県","春日井市","311,708","27,328","8.8%"
"愛知県","豊川市","185,833","12,427","6.7%"
"愛知県","津島市","63,702","5,550","8.7%"
"愛知県","碧南市","72,082","4,897","6.8%"
"愛知県","刈谷市","150,216","14,252","9.5%"
"愛知県","豊田市","424,095","44,837","10.6%"
"愛知県","安城市","186,837","15,647","8.4%"
"愛知県","西尾市","171,212","14,208","8.3%"
"愛知県","蒲郡市","80,856","6,802","8.4%"
"愛知県","犬山市","74,642","6,581","8.8%"
"愛知県","常滑市","58,498","5,423","9.3%"
"愛知県","江南市","101,058","8,654","8.6%"
"愛知県","小牧市","153,471","15,598","10.2%"
"愛知県","稲沢市","137,904","11,731","8.5%"
"愛知県","新城市","47,954","3,969","8.3%"
"愛知県","東海市","114,271","12,573","11.0%"
"愛知県","大府市","91,040","8,465","9.3%"
