"都道府県名","市区町村名","総数（人口）
【H29.1.1時点】","交付枚数
【H29.8.31時点】","交付率"
"全国","","127,907,086","12,301,592","9.6%"
"三重県","度会郡玉城町","15,713","805","5.1%"
"三重県","度会郡度会町","8,459","555","6.6%"
"三重県","度会郡大紀町","9,119","481","5.3%"
"三重県","度会郡南伊勢町","13,521","803","5.9%"
"三重県","北牟婁郡紀北町","16,849","898","5.3%"
"三重県","南牟婁郡御浜町","8,972","522","5.8%"
"三重県","南牟婁郡紀宝町","11,386","548","4.8%"
"滋賀県","大津市","342,532","31,310","9.1%"
"滋賀県","彦根市","112,902","10,984","9.7%"
"滋賀県","長浜市","120,123","9,949","8.3%"
"滋賀県","近江八幡市","82,144","6,671","8.1%"
"滋賀県","草津市","131,576","15,524","11.8%"
"滋賀県","守山市","82,012","6,404","7.8%"
"滋賀県","栗東市","68,272","6,155","9.0%"
"滋賀県","甲賀市","91,724","10,441","11.4%"
"滋賀県","野洲市","50,972","4,736","9.3%"
"滋賀県","湖南市","55,104","4,389","8.0%"
"滋賀県","高島市","50,316","4,094","8.1%"
"滋賀県","東近江市","115,178","7,736","6.7%"
"滋賀県","米原市","39,717","3,590","9.0%"
"滋賀県","蒲生郡日野町","21,842","1,273","5.8%"
"滋賀県","蒲生郡竜王町","12,314","701","5.7%"
"滋賀県","愛知郡愛荘町","21,276","1,592","7.5%"
"滋賀県","犬上郡豊郷町","7,389","426","5.8%"
"滋賀県","犬上郡甲良町","7,263","585","8.1%"
"滋賀県","犬上郡多賀町","7,604","422","5.5%"
"京都府","京都市","1,418,340","142,784","10.1%"
"京都府","福知山市","79,594","6,208","7.8%"
"京都府","舞鶴市","85,152","7,156","8.4%"
"京都府","綾部市","34,500","2,785","8.1%"
"京都府","宇治市","188,674","17,975","9.5%"
"京都府","宮津市","18,743","1,467","7.8%"
"京都府","亀岡市","90,384","8,379","9.3%"
"京都府","城陽市","77,602","8,658","11.2%"
"京都府","向日市","55,731","4,680","8.4%"
"京都府","長岡京市","80,775","7,756","9.6%"
"京都府","八幡市","72,144","6,301","8.7%"
"京都府","京田辺市","68,201","6,205","9.1%"
"京都府","京丹後市","56,821","3,669","6.5%"
"京都府","南丹市","32,682","2,247","6.9%"
"京都府","木津川市","75,161","6,453","8.6%"
"京都府","乙訓郡大山崎町","15,735","1,676","10.7%"
"京都府","久世郡久御山町","16,255","1,247","7.7%"
"京都府","綴喜郡井手町","7,607","501","6.6%"
"京都府","綴喜郡宇治田原町","9,510","688","7.2%"
"京都府","相楽郡笠置町","1,430","140","9.8%"
"京都府","相楽郡和束町","4,170","215","5.2%"
"京都府","相楽郡精華町","37,556","3,957","10.5%"
"京都府","相楽郡南山城村","2,882","280","9.7%"
"京都府","船井郡京丹波町","14,903","1,110","7.4%"
"京都府","与謝郡伊根町","2,213","129","5.8%"
"京都府","与謝郡与謝野町","22,645","1,292","5.7%"
"大阪府","大阪市","2,691,425","313,261","11.6%"
