"都道府県名","市区町村名","総数（人口）
【H28.1.1時点】","交付枚数
【H29.5.15時点】","交付率"
"全国","","128,066,211","11,474,475","9.0%"
"鳥取県","八頭郡八頭町","17,911","1,298","7.2%"
"鳥取県","東伯郡三朝町","6,816","504","7.4%"
"鳥取県","東伯郡湯梨浜町","17,250","1,046","6.1%"
"鳥取県","東伯郡琴浦町","18,174","2,495","13.7%"
"鳥取県","東伯郡北栄町","15,533","996","6.4%"
"鳥取県","西伯郡日吉津村","3,497","249","7.1%"
"鳥取県","西伯郡大山町","17,003","1,412","8.3%"
"鳥取県","西伯郡南部町","11,243","868","7.7%"
"鳥取県","西伯郡伯耆町","11,371","1,003","8.8%"
"鳥取県","日野郡日南町","5,056","454","9.0%"
"鳥取県","日野郡日野町","3,414","256","7.5%"
"鳥取県","日野郡江府町","3,147","218","6.9%"
"島根県","松江市","204,952","15,239","7.4%"
"島根県","浜田市","56,730","5,586","9.8%"
"島根県","出雲市","175,118","13,105","7.5%"
"島根県","益田市","48,607","3,907","8.0%"
"島根県","大田市","36,668","3,226","8.8%"
"島根県","安来市","40,349","3,812","9.4%"
"島根県","江津市","24,685","2,489","10.1%"
"島根県","雲南市","40,489","2,933","7.2%"
"島根県","仁多郡奥出雲町","13,582","972","7.2%"
"島根県","飯石郡飯南町","5,162","313","6.1%"
"島根県","邑智郡川本町","3,484","384","11.0%"
"島根県","邑智郡美郷町","5,103","409","8.0%"
"島根県","邑智郡邑南町","11,334","1,164","10.3%"
"島根県","鹿足郡津和野町","7,902","640","8.1%"
"島根県","鹿足郡吉賀町","6,516","444","6.8%"
"島根県","隠岐郡海士町","2,355","152","6.5%"
"島根県","隠岐郡西ノ島町","2,974","204","6.9%"
"島根県","隠岐郡知夫村","592","41","6.9%"
"島根県","隠岐郡隠岐の島町","14,792","1,102","7.4%"
"岡山県","岡山市","707,615","52,868","7.5%"
"岡山県","倉敷市","483,970","37,746","7.8%"
"岡山県","津山市","103,954","7,333","7.1%"
"岡山県","玉野市","61,945","5,580","9.0%"
"岡山県","笠岡市","51,219","4,018","7.8%"
"岡山県","井原市","42,158","3,160","7.5%"
"岡山県","総社市","67,992","5,608","8.2%"
"岡山県","高梁市","32,363","3,021","9.3%"
"岡山県","新見市","31,332","2,874","9.2%"
"岡山県","備前市","36,545","3,234","8.8%"
"岡山県","瀬戸内市","38,252","3,029","7.9%"
"岡山県","赤磐市","44,781","3,585","8.0%"
"岡山県","真庭市","47,820","3,460","7.2%"
"岡山県","美作市","29,214","2,223","7.6%"
"岡山県","浅口市","35,360","2,843","8.0%"
"岡山県","和気郡和気町","14,806","1,019","6.9%"
"岡山県","都窪郡早島町","12,293","941","7.7%"
"岡山県","浅口郡里庄町","11,159","918","8.2%"
"岡山県","小田郡矢掛町","14,794","946","6.4%"
"岡山県","真庭郡新庄村","961","71","7.4%"
"岡山県","苫田郡鏡野町","13,609","1,017","7.5%"
"岡山県","勝田郡勝央町","11,305","970","8.6%"
