"都道府県名","市区町村名","総数（人口）
【H29.1.1時点】","交付枚数
【H29.8.31時点】","交付率"
"全国","","127,907,086","12,301,592","9.6%"
"北海道","島牧郡島牧村","1,544","138","8.9%"
"北海道","寿都郡寿都町","3,094","298","9.6%"
"北海道","寿都郡黒松内町","2,977","192","6.4%"
"北海道","磯谷郡蘭越町","4,889","364","7.4%"
"北海道","虻田郡ニセコ町","5,142","367","7.1%"
"北海道","虻田郡真狩村","2,095","147","7.0%"
"北海道","虻田郡留寿都村","1,974","181","9.2%"
"北海道","虻田郡喜茂別町","2,256","135","6.0%"
"北海道","虻田郡京極町","3,119","192","6.2%"
"北海道","虻田郡倶知安町","16,469","1,303","7.9%"
"北海道","岩内郡共和町","6,121","577","9.4%"
"北海道","岩内郡岩内町","13,180","1,113","8.4%"
"北海道","古宇郡泊村","1,739","179","10.3%"
"北海道","古宇郡神恵内村","901","79","8.8%"
"北海道","積丹郡積丹町","2,194","168","7.7%"
"北海道","古平郡古平町","3,248","233","7.2%"
"北海道","余市郡仁木町","3,392","270","8.0%"
"北海道","余市郡余市町","19,617","1,462","7.5%"
"北海道","余市郡赤井川村","1,228","88","7.2%"
"北海道","空知郡南幌町","7,785","821","10.5%"
"北海道","空知郡奈井江町","5,648","635","11.2%"
"北海道","空知郡上砂川町","3,247","330","10.2%"
"北海道","夕張郡由仁町","5,368","582","10.8%"
"北海道","夕張郡長沼町","11,211","1,190","10.6%"
"北海道","夕張郡栗山町","12,329","1,288","10.4%"
"北海道","樺戸郡月形町","3,419","202","5.9%"
"北海道","樺戸郡浦臼町","1,958","285","14.6%"
"北海道","樺戸郡新十津川町","6,789","720","10.6%"
"北海道","雨竜郡妹背牛町","3,110","431","13.9%"
"北海道","雨竜郡秩父別町","2,433","220","9.0%"
"北海道","雨竜郡雨竜町","2,542","254","10.0%"
"北海道","雨竜郡北竜町","1,961","215","11.0%"
"北海道","雨竜郡沼田町","3,192","335","10.5%"
"北海道","上川郡鷹栖町","7,127","457","6.4%"
"北海道","上川郡東神楽町","10,403","707","6.8%"
"北海道","上川郡当麻町","6,637","515","7.8%"
"北海道","上川郡比布町","3,828","206","5.4%"
"北海道","上川郡愛別町","2,963","284","9.6%"
"北海道","上川郡上川町","3,789","426","11.2%"
"北海道","上川郡東川町","8,188","672","8.2%"
"北海道","上川郡美瑛町","10,335","694","6.7%"
"北海道","空知郡上富良野町","10,984","1,274","11.6%"
"北海道","空知郡中富良野町","5,120","452","8.8%"
"北海道","空知郡南富良野町","2,592","231","8.9%"
"北海道","勇払郡占冠村","1,258","114","9.1%"
"北海道","上川郡和寒町","3,542","288","8.1%"
"北海道","上川郡剣淵町","3,273","268","8.2%"
"北海道","上川郡下川町","3,355","199","5.9%"
"北海道","中川郡美深町","4,573","361","7.9%"
"北海道","中川郡音威子府村","790","75","9.5%"
"北海道","中川郡中川町","1,632","193","11.8%"
"北海道","雨竜郡幌加内町","1,576","193","12.2%"
"北海道","増毛郡増毛町","4,606","407","8.8%"
