"都道府県名","市区町村名","総数（人口）
【H29.1.1時点】","交付枚数
【H29.8.31時点】","交付率"
"全国","","127,907,086","12,301,592","9.6%"
"北海道","広尾郡大樹町","5,737","395","6.9%"
"北海道","広尾郡広尾町","7,179","498","6.9%"
"北海道","中川郡幕別町","27,269","1,845","6.8%"
"北海道","中川郡池田町","6,996","680","9.7%"
"北海道","中川郡豊頃町","3,240","227","7.0%"
"北海道","中川郡本別町","7,406","487","6.6%"
"北海道","足寄郡足寄町","7,139","558","7.8%"
"北海道","足寄郡陸別町","2,500","181","7.2%"
"北海道","十勝郡浦幌町","4,997","363","7.3%"
"北海道","釧路郡釧路町","19,971","1,441","7.2%"
"北海道","厚岸郡厚岸町","9,837","636","6.5%"
"北海道","厚岸郡浜中町","6,101","354","5.8%"
"北海道","川上郡標茶町","7,821","445","5.7%"
"北海道","川上郡弟子屈町","7,607","521","6.8%"
"北海道","阿寒郡鶴居村","2,525","182","7.2%"
"北海道","白糠郡白糠町","8,215","600","7.3%"
"北海道","野付郡別海町","15,497","1,146","7.4%"
"北海道","標津郡中標津町","23,887","1,952","8.2%"
"北海道","標津郡標津町","5,368","431","8.0%"
"北海道","目梨郡羅臼町","5,358","321","6.0%"
"青森県","青森市","290,137","27,383","9.4%"
"青森県","弘前市","175,721","14,885","8.5%"
"青森県","八戸市","234,189","23,495","10.0%"
"青森県","黒石市","34,564","2,302","6.7%"
"青森県","五所川原市","56,575","4,786","8.5%"
"青森県","十和田市","62,958","6,579","10.4%"
"青森県","三沢市","40,480","4,399","10.9%"
"青森県","むつ市","59,944","5,392","9.0%"
"青森県","つがる市","33,833","3,658","10.8%"
"青森県","平川市","32,013","1,861","5.8%"
"青森県","東津軽郡平内町","11,468","1,016","8.9%"
"青森県","東津軽郡今別町","2,842","348","12.2%"
"青森県","東津軽郡蓬田村","2,921","226","7.7%"
"青森県","東津軽郡外ヶ浜町","6,451","532","8.2%"
"青森県","西津軽郡鰺ヶ沢町","10,520","907","8.6%"
"青森県","西津軽郡深浦町","8,724","622","7.1%"
"青森県","中津軽郡西目屋村","1,378","90","6.5%"
"青森県","南津軽郡藤崎町","15,306","793","5.2%"
"青森県","南津軽郡大鰐町","10,060","764","7.6%"
"青森県","南津軽郡田舎館村","8,050","451","5.6%"
"青森県","北津軽郡板柳町","14,169","827","5.8%"
"青森県","北津軽郡鶴田町","13,428","667","5.0%"
"青森県","北津軽郡中泊町","11,665","655","5.6%"
"青森県","上北郡野辺地町","13,755","1,547","11.2%"
"青森県","上北郡七戸町","16,291","1,404","8.6%"
"青森県","上北郡六戸町","10,988","1,198","10.9%"
"青森県","上北郡横浜町","4,719","426","9.0%"
"青森県","上北郡東北町","18,249","1,680","9.2%"
"青森県","上北郡六ヶ所村","10,553","874","8.3%"
"青森県","上北郡おいらせ町","25,379","2,194","8.6%"
"青森県","下北郡大間町","5,595","365","6.5%"
"青森県","下北郡東通村","6,757","508","7.5%"
"青森県","下北郡風間浦村","2,049","144","7.0%"
