"都道府県名","市区町村名","総数（人口）
【H28.1.1時点】","交付枚数
【H29.5.15時点】","交付率"
"全国","","128,066,211","11,474,475","9.0%"
"新潟県","北蒲原郡聖籠町","14,323","653","4.6%"
"新潟県","西蒲原郡弥彦村","8,426","492","5.8%"
"新潟県","南蒲原郡田上町","12,335","540","4.4%"
"新潟県","東蒲原郡阿賀町","12,137","745","6.1%"
"新潟県","三島郡出雲崎町","4,677","376","8.0%"
"新潟県","南魚沼郡湯沢町","8,201","851","10.4%"
"新潟県","中魚沼郡津南町","10,306","604","5.9%"
"新潟県","刈羽郡刈羽村","4,756","416","8.7%"
"新潟県","岩船郡関川村","6,042","380","6.3%"
"新潟県","岩船郡粟島浦村","363","146","40.2%"
"富山県","富山市","419,123","32,982","7.9%"
"富山県","高岡市","174,892","16,003","9.2%"
"富山県","魚津市","43,152","3,057","7.1%"
"富山県","氷見市","49,830","5,877","11.8%"
"富山県","滑川市","33,489","2,415","7.2%"
"富山県","黒部市","41,944","3,741","8.9%"
"富山県","砺波市","49,321","3,722","7.5%"
"富山県","小矢部市","31,128","2,244","7.2%"
"富山県","南砺市","53,136","5,112","9.6%"
"富山県","射水市","94,301","8,170","8.7%"
"富山県","中新川郡舟橋村","3,025","207","6.8%"
"富山県","中新川郡上市町","21,523","1,469","6.8%"
"富山県","中新川郡立山町","26,752","1,895","7.1%"
"富山県","下新川郡入善町","25,750","1,944","7.5%"
"富山県","下新川郡朝日町","12,794","1,036","8.1%"
"石川県","金沢市","454,356","33,014","7.3%"
"石川県","七尾市","55,382","3,625","6.5%"
"石川県","小松市","108,573","10,219","9.4%"
"石川県","輪島市","28,832","1,654","5.7%"
"石川県","珠洲市","15,534","1,031","6.6%"
"石川県","加賀市","69,386","4,923","7.1%"
"石川県","羽咋市","22,578","1,819","8.1%"
"石川県","かほく市","34,974","2,202","6.3%"
"石川県","白山市","112,829","7,888","7.0%"
"石川県","能美市","49,971","3,490","7.0%"
"石川県","野々市市","51,637","3,510","6.8%"
"石川県","能美郡川北町","6,286","334","5.3%"
"石川県","河北郡津幡町","37,757","2,630","7.0%"
"石川県","河北郡内灘町","26,950","2,066","7.7%"
"石川県","羽咋郡志賀町","21,670","1,431","6.6%"
"石川県","羽咋郡宝達志水町","13,872","973","7.0%"
"石川県","鹿島郡中能登町","18,717","1,169","6.2%"
"石川県","鳳珠郡穴水町","8,988","594","6.6%"
"石川県","鳳珠郡能登町","18,750","1,281","6.8%"
"福井県","福井市","266,553","16,532","6.2%"
"福井県","敦賀市","67,267","3,313","4.9%"
"福井県","小浜市","30,364","1,818","6.0%"
"福井県","大野市","34,792","2,247","6.5%"
"福井県","勝山市","24,490","1,984","8.1%"
"福井県","鯖江市","69,104","3,684","5.3%"
"福井県","あわら市","29,095","1,906","6.6%"
"福井県","越前市","83,735","4,424","5.3%"
"福井県","坂井市","93,041","5,904","6.3%"
