"都道府県名","市区町村名","総数（人口）
【H29.1.1時点】","交付枚数
【H29.8.31時点】","交付率"
"全国","","127,907,086","12,301,592","9.6%"
"徳島県","美馬市","30,390","2,346","7.7%"
"徳島県","三好市","27,651","3,045","11.0%"
"徳島県","勝浦郡勝浦町","5,448","358","6.6%"
"徳島県","勝浦郡上勝町","1,616","192","11.9%"
"徳島県","名東郡佐那河内村","2,460","203","8.3%"
"徳島県","名西郡石井町","26,224","1,816","6.9%"
"徳島県","名西郡神山町","5,657","354","6.3%"
"徳島県","那賀郡那賀町","8,860","486","5.5%"
"徳島県","海部郡牟岐町","4,379","251","5.7%"
"徳島県","海部郡美波町","7,114","608","8.5%"
"徳島県","海部郡海陽町","9,851","564","5.7%"
"徳島県","板野郡松茂町","15,349","1,552","10.1%"
"徳島県","板野郡北島町","23,103","1,835","7.9%"
"徳島県","板野郡藍住町","34,958","2,996","8.6%"
"徳島県","板野郡板野町","13,651","1,238","9.1%"
"徳島県","板野郡上板町","12,337","694","5.6%"
"徳島県","美馬郡つるぎ町","9,580","709","7.4%"
"徳島県","三好郡東みよし町","14,784","1,067","7.2%"
"香川県","高松市","429,242","36,573","8.5%"
"香川県","丸亀市","113,564","8,369","7.4%"
"香川県","坂出市","54,222","3,982","7.3%"
"香川県","善通寺市","32,566","2,842","8.7%"
"香川県","観音寺市","61,570","3,950","6.4%"
"香川県","さぬき市","50,264","4,121","8.2%"
"香川県","東かがわ市","31,956","2,705","8.5%"
"香川県","三豊市","67,482","5,707","8.5%"
"香川県","小豆郡土庄町","14,504","1,135","7.8%"
"香川県","小豆郡小豆島町","15,238","1,157","7.6%"
"香川県","木田郡三木町","28,604","2,228","7.8%"
"香川県","香川郡直島町","3,153","264","8.4%"
"香川県","綾歌郡宇多津町","18,556","1,349","7.3%"
"香川県","綾歌郡綾川町","24,586","1,699","6.9%"
"香川県","仲多度郡琴平町","9,404","811","8.6%"
"香川県","仲多度郡多度津町","23,669","1,726","7.3%"
"香川県","仲多度郡まんのう町","19,231","1,283","6.7%"
"愛媛県","松山市","515,882","39,798","7.7%"
"愛媛県","今治市","163,481","12,437","7.6%"
"愛媛県","宇和島市","78,755","6,369","8.1%"
"愛媛県","八幡浜市","35,245","3,224","9.1%"
"愛媛県","新居浜市","121,637","8,960","7.4%"
"愛媛県","西条市","111,619","7,399","6.6%"
"愛媛県","大洲市","44,872","2,971","6.6%"
"愛媛県","伊予市","37,859","2,769","7.3%"
"愛媛県","四国中央市","89,470","4,965","5.5%"
"愛媛県","西予市","39,767","6,497","16.3%"
"愛媛県","東温市","33,586","2,944","8.8%"
"愛媛県","越智郡上島町","7,221","953","13.2%"
"愛媛県","上浮穴郡久万高原町","8,774","919","10.5%"
"愛媛県","伊予郡松前町","30,899","2,814","9.1%"
"愛媛県","伊予郡砥部町","21,596","1,971","9.1%"
"愛媛県","喜多郡内子町","17,160","1,265","7.4%"
"愛媛県","西宇和郡伊方町","9,917","714","7.2%"
"愛媛県","北宇和郡松野町","4,156","252","6.1%"
