"都道府県名","市区町村名","総数（人口）
【H28.1.1時点】","交付枚数
【H29.5.15時点】","交付率"
"全国","","128,066,211","11,474,475","9.0%"
"神奈川県","横浜市","3,729,357","418,377","11.2%"
"神奈川県","川崎市","1,459,768","158,834","10.9%"
"神奈川県","相模原市","716,643","78,340","10.9%"
"神奈川県","横須賀市","414,664","46,910","11.3%"
"神奈川県","平塚市","257,506","28,712","11.2%"
"神奈川県","鎌倉市","176,900","23,314","13.2%"
"神奈川県","藤沢市","426,024","48,394","11.4%"
"神奈川県","小田原市","194,502","20,699","10.6%"
"神奈川県","茅ヶ崎市","241,264","28,088","11.6%"
"神奈川県","逗子市","59,991","7,823","13.0%"
"神奈川県","三浦市","45,911","4,154","9.0%"
"神奈川県","秦野市","163,582","17,944","11.0%"
"神奈川県","厚木市","225,503","24,780","11.0%"
"神奈川県","大和市","234,627","27,915","11.9%"
"神奈川県","伊勢原市","99,894","11,071","11.1%"
"神奈川県","海老名市","130,627","14,761","11.3%"
"神奈川県","座間市","129,701","15,411","11.9%"
"神奈川県","南足柄市","43,762","4,686","10.7%"
"神奈川県","綾瀬市","85,253","10,253","12.0%"
"神奈川県","三浦郡葉山町","33,490","4,312","12.9%"
"神奈川県","高座郡寒川町","48,319","5,250","10.9%"
"神奈川県","中郡大磯町","33,010","3,471","10.5%"
"神奈川県","中郡二宮町","29,267","3,143","10.7%"
"神奈川県","足柄上郡中井町","9,669","1,064","11.0%"
"神奈川県","足柄上郡大井町","17,279","1,697","9.8%"
"神奈川県","足柄上郡松田町","11,456","1,207","10.5%"
"神奈川県","足柄上郡山北町","11,124","1,252","11.3%"
"神奈川県","足柄上郡開成町","17,001","1,729","10.2%"
"神奈川県","足柄下郡箱根町","12,101","1,579","13.0%"
"神奈川県","足柄下郡真鶴町","7,708","861","11.2%"
"神奈川県","足柄下郡湯河原町","26,010","3,021","11.6%"
"神奈川県","愛甲郡愛川町","41,197","5,017","12.2%"
"神奈川県","愛甲郡清川村","3,041","413","13.6%"
"新潟県","新潟市","802,936","45,797","5.7%"
"新潟県","長岡市","276,776","19,317","7.0%"
"新潟県","三条市","100,884","7,031","7.0%"
"新潟県","柏崎市","87,292","7,849","9.0%"
"新潟県","新発田市","100,314","7,289","7.3%"
"新潟県","小千谷市","37,130","3,191","8.6%"
"新潟県","加茂市","28,701","1,519","5.3%"
"新潟県","十日町市","56,237","3,357","6.0%"
"新潟県","見附市","41,421","3,501","8.5%"
"新潟県","村上市","63,614","4,667","7.3%"
"新潟県","燕市","81,819","4,476","5.5%"
"新潟県","糸魚川市","45,080","4,039","9.0%"
"新潟県","妙高市","34,096","2,629","7.7%"
"新潟県","五泉市","52,783","3,023","5.7%"
"新潟県","上越市","198,356","13,420","6.8%"
"新潟県","阿賀野市","44,251","3,205","7.2%"
"新潟県","佐渡市","58,527","4,756","8.1%"
"新潟県","魚沼市","38,187","3,112","8.1%"
"新潟県","南魚沼市","58,907","5,355","9.1%"
"新潟県","胎内市","30,558","1,726","5.6%"
