"都道府県名","市区町村名","総数（人口）
【H29.1.1時点】","交付枚数
【H29.8.31時点】","交付率"
"全国","","127,907,086","12,301,592","9.6%"
"青森県","下北郡佐井村","2,154","228","10.6%"
"青森県","三戸郡三戸町","10,596","979","9.2%"
"青森県","三戸郡五戸町","18,011","1,484","8.2%"
"青森県","三戸郡田子町","5,842","474","8.1%"
"青森県","三戸郡南部町","18,969","1,267","6.7%"
"青森県","三戸郡階上町","13,906","1,303","9.4%"
"青森県","三戸郡新郷村","2,652","219","8.3%"
"岩手県","盛岡市","292,795","28,805","9.8%"
"岩手県","宮古市","55,150","6,139","11.1%"
"岩手県","大船渡市","37,891","3,206","8.5%"
"岩手県","花巻市","98,059","8,441","8.6%"
"岩手県","北上市","93,268","6,532","7.0%"
"岩手県","久慈市","36,141","2,791","7.7%"
"岩手県","遠野市","28,285","2,464","8.7%"
"岩手県","一関市","121,059","11,335","9.4%"
"岩手県","陸前高田市","19,871","1,477","7.4%"
"岩手県","釜石市","35,272","3,031","8.6%"
"岩手県","二戸市","28,034","2,075","7.4%"
"岩手県","八幡平市","26,679","2,526","9.5%"
"岩手県","奥州市","120,099","10,231","8.5%"
"岩手県","滝沢市","55,246","5,578","10.1%"
"岩手県","岩手郡雫石町","17,103","1,413","8.3%"
"岩手県","岩手郡葛巻町","6,486","933","14.4%"
"岩手県","岩手郡岩手町","14,047","1,115","7.9%"
"岩手県","紫波郡紫波町","33,495","3,270","9.8%"
"岩手県","紫波郡矢巾町","27,243","2,328","8.5%"
"岩手県","和賀郡西和賀町","5,992","322","5.4%"
"岩手県","胆沢郡金ケ崎町","15,935","1,274","8.0%"
"岩手県","西磐井郡平泉町","7,886","693","8.8%"
"岩手県","気仙郡住田町","5,842","730","12.5%"
"岩手県","上閉伊郡大槌町","12,298","986","8.0%"
"岩手県","下閉伊郡山田町","16,191","1,414","8.7%"
"岩手県","下閉伊郡岩泉町","9,842","815","8.3%"
"岩手県","下閉伊郡田野畑村","3,590","251","7.0%"
"岩手県","下閉伊郡普代村","2,823","185","6.6%"
"岩手県","九戸郡軽米町","9,583","800","8.3%"
"岩手県","九戸郡野田村","4,397","358","8.1%"
"岩手県","九戸郡九戸村","6,068","348","5.7%"
"岩手県","九戸郡洋野町","17,515","1,414","8.1%"
"岩手県","二戸郡一戸町","13,086","854","6.5%"
"宮城県","仙台市","1,058,517","107,768","10.2%"
"宮城県","石巻市","147,627","11,269","7.6%"
"宮城県","塩竈市","55,233","5,978","10.8%"
"宮城県","気仙沼市","65,920","5,679","8.6%"
"宮城県","白石市","35,213","3,322","9.4%"
"宮城県","名取市","77,845","6,689","8.6%"
"宮城県","角田市","30,097","3,148","10.5%"
"宮城県","多賀城市","62,508","6,141","9.8%"
"宮城県","岩沼市","44,332","3,553","8.0%"
"宮城県","登米市","82,026","5,171","6.3%"
"宮城県","栗原市","70,530","5,858","8.3%"
"宮城県","東松島市","40,268","4,617","11.5%"
"宮城県","大崎市","133,226","10,967","8.2%"
