"都道府県名","市区町村名","総数（人口）
【H29.1.1時点】","交付枚数
【H29.8.31時点】","交付率"
"全国","","127,907,086","12,301,592","9.6%"
"神奈川県","横浜市","3,735,843","457,677","12.3%"
"神奈川県","川崎市","1,474,167","174,321","11.8%"
"神奈川県","相模原市","716,981","84,285","11.8%"
"神奈川県","横須賀市","412,026","50,695","12.3%"
"神奈川県","平塚市","257,373","30,497","11.8%"
"神奈川県","鎌倉市","176,393","24,627","14.0%"
"神奈川県","藤沢市","428,612","51,753","12.1%"
"神奈川県","小田原市","193,803","21,953","11.3%"
"神奈川県","茅ヶ崎市","241,979","30,210","12.5%"
"神奈川県","逗子市","60,154","8,360","13.9%"
"神奈川県","三浦市","45,174","4,375","9.7%"
"神奈川県","秦野市","162,809","18,883","11.6%"
"神奈川県","厚木市","225,366","26,432","11.7%"
"神奈川県","大和市","235,434","30,048","12.8%"
"神奈川県","伊勢原市","100,187","11,776","11.8%"
"神奈川県","海老名市","131,061","15,690","12.0%"
"神奈川県","座間市","130,088","16,494","12.7%"
"神奈川県","南足柄市","43,348","4,932","11.4%"
"神奈川県","綾瀬市","85,180","10,918","12.8%"
"神奈川県","三浦郡葉山町","33,431","4,591","13.7%"
"神奈川県","高座郡寒川町","48,372","5,595","11.6%"
"神奈川県","中郡大磯町","33,045","3,665","11.1%"
"神奈川県","中郡二宮町","29,087","3,364","11.6%"
"神奈川県","足柄上郡中井町","9,630","1,139","11.8%"
"神奈川県","足柄上郡大井町","17,171","1,771","10.3%"
"神奈川県","足柄上郡松田町","11,318","1,279","11.3%"
"神奈川県","足柄上郡山北町","10,842","1,327","12.2%"
"神奈川県","足柄上郡開成町","17,273","1,809","10.5%"
"神奈川県","足柄下郡箱根町","12,017","1,682","14.0%"
"神奈川県","足柄下郡真鶴町","7,548","913","12.1%"
"神奈川県","足柄下郡湯河原町","25,683","3,250","12.7%"
"神奈川県","愛甲郡愛川町","40,955","5,228","12.8%"
"神奈川県","愛甲郡清川村","3,039","423","13.9%"
"新潟県","新潟市","800,112","49,241","6.2%"
"新潟県","長岡市","274,977","20,074","7.3%"
"新潟県","三条市","100,069","7,597","7.6%"
"新潟県","柏崎市","86,359","8,192","9.5%"
"新潟県","新発田市","99,700","7,688","7.7%"
"新潟県","小千谷市","36,666","3,277","8.9%"
"新潟県","加茂市","28,223","1,585","5.6%"
"新潟県","十日町市","55,251","3,583","6.5%"
"新潟県","見附市","41,190","3,691","9.0%"
"新潟県","村上市","62,638","4,854","7.7%"
"新潟県","燕市","81,192","4,645","5.7%"
"新潟県","糸魚川市","44,418","4,194","9.4%"
"新潟県","妙高市","33,577","2,730","8.1%"
"新潟県","五泉市","52,026","3,124","6.0%"
"新潟県","上越市","196,959","13,923","7.1%"
"新潟県","阿賀野市","43,691","3,358","7.7%"
"新潟県","佐渡市","57,470","4,925","8.6%"
"新潟県","魚沼市","37,503","3,237","8.6%"
"新潟県","南魚沼市","58,303","5,565","9.5%"
"新潟県","胎内市","30,274","1,827","6.0%"
