"都道府県名","市区町村名","総数（人口）
【H28.1.1時点】","交付枚数
【H29.5.15時点】","交付率"
"全国","","128,066,211","11,474,475","9.0%"
"北海道","留萌郡小平町","3,324","224","6.7%"
"北海道","苫前郡苫前町","3,321","237","7.1%"
"北海道","苫前郡羽幌町","7,454","616","8.3%"
"北海道","苫前郡初山別村","1,254","90","7.2%"
"北海道","天塩郡遠別町","2,836","198","7.0%"
"北海道","天塩郡天塩町","3,272","290","8.9%"
"北海道","宗谷郡猿払村","2,749","172","6.3%"
"北海道","枝幸郡浜頓別町","3,875","306","7.9%"
"北海道","枝幸郡中頓別町","1,802","100","5.5%"
"北海道","枝幸郡枝幸町","8,587","1,156","13.5%"
"北海道","天塩郡豊富町","4,104","413","10.1%"
"北海道","礼文郡礼文町","2,685","244","9.1%"
"北海道","利尻郡利尻町","2,207","196","8.9%"
"北海道","利尻郡利尻富士町","2,686","176","6.6%"
"北海道","天塩郡幌延町","2,448","213","8.7%"
"北海道","網走郡美幌町","20,527","1,815","8.8%"
"北海道","網走郡津別町","5,111","309","6.0%"
"北海道","斜里郡斜里町","12,019","953","7.9%"
"北海道","斜里郡清里町","4,308","302","7.0%"
"北海道","斜里郡小清水町","5,142","387","7.5%"
"北海道","常呂郡訓子府町","5,265","316","6.0%"
"北海道","常呂郡置戸町","3,082","345","11.2%"
"北海道","常呂郡佐呂間町","5,497","345","6.3%"
"北海道","紋別郡遠軽町","21,112","1,461","6.9%"
"北海道","紋別郡湧別町","9,404","586","6.2%"
"北海道","紋別郡滝上町","2,784","208","7.5%"
"北海道","紋別郡興部町","4,006","267","6.7%"
"北海道","紋別郡西興部村","1,154","71","6.2%"
"北海道","紋別郡雄武町","4,616","337","7.3%"
"北海道","網走郡大空町","7,555","436","5.8%"
"北海道","虻田郡豊浦町","4,262","274","6.4%"
"北海道","有珠郡壮瞥町","2,671","309","11.6%"
"北海道","白老郡白老町","17,973","1,732","9.6%"
"北海道","勇払郡厚真町","4,699","435","9.3%"
"北海道","虻田郡洞爺湖町","9,345","721","7.7%"
"北海道","勇払郡安平町","8,465","711","8.4%"
"北海道","勇払郡むかわ町","8,727","860","9.9%"
"北海道","沙流郡日高町","12,655","839","6.6%"
"北海道","沙流郡平取町","5,309","359","6.8%"
"北海道","新冠郡新冠町","5,733","358","6.2%"
"北海道","浦河郡浦河町","13,035","801","6.1%"
"北海道","様似郡様似町","4,644","240","5.2%"
"北海道","幌泉郡えりも町","5,079","245","4.8%"
"北海道","日高郡新ひだか町","23,772","1,671","7.0%"
"北海道","河東郡音更町","45,402","2,681","5.9%"
"北海道","河東郡士幌町","6,326","414","6.5%"
"北海道","河東郡上士幌町","4,886","331","6.8%"
"北海道","河東郡鹿追町","5,582","435","7.8%"
"北海道","上川郡新得町","6,338","441","7.0%"
"北海道","上川郡清水町","9,842","525","5.3%"
"北海道","河西郡芽室町","19,019","1,069","5.6%"
"北海道","河西郡中札内村","3,983","269","6.8%"
"北海道","河西郡更別村","3,278","228","7.0%"
