"都道府県名","市区町村名","総数（人口）
【H29.1.1時点】","交付枚数
【H29.12.1時点】","交付率"
"全国","","127,907,086","13,009,137","10.2%"
"北海道","札幌市","1,947,494","173,034","8.9%"
"北海道","函館市","265,503","22,602","8.5%"
"北海道","小樽市","120,769","11,371","9.4%"
"北海道","旭川市","342,848","25,895","7.6%"
"北海道","室蘭市","87,180","9,578","11.0%"
"北海道","釧路市","174,518","15,349","8.8%"
"北海道","帯広市","168,096","13,859","8.2%"
"北海道","北見市","119,978","11,258","9.4%"
"北海道","夕張市","8,685","996","11.5%"
"北海道","岩見沢市","83,942","7,709","9.2%"
"北海道","網走市","36,912","3,532","9.6%"
"北海道","留萌市","22,137","1,951","8.8%"
"北海道","苫小牧市","173,135","17,966","10.4%"
"北海道","稚内市","35,490","3,866","10.9%"
"北海道","美唄市","22,724","1,994","8.8%"
"北海道","芦別市","14,512","1,518","10.5%"
"北海道","江別市","119,182","9,573","8.0%"
"北海道","赤平市","10,772","1,241","11.5%"
"北海道","紋別市","22,866","1,494","6.5%"
"北海道","士別市","19,699","1,745","8.9%"
"北海道","名寄市","28,280","2,666","9.4%"
"北海道","三笠市","9,001","976","10.8%"
"北海道","根室市","27,018","1,911","7.1%"
"北海道","千歳市","96,428","11,311","11.7%"
"北海道","滝川市","41,241","4,027","9.8%"
"北海道","砂川市","17,565","1,727","9.8%"
"北海道","歌志内市","3,524","354","10.0%"
"北海道","深川市","21,597","1,635","7.6%"
"北海道","富良野市","22,598","2,362","10.5%"
"北海道","登別市","49,440","4,749","9.6%"
"北海道","恵庭市","69,227","7,237","10.5%"
"北海道","伊達市","35,098","3,110","8.9%"
"北海道","北広島市","59,133","4,967","8.4%"
"北海道","石狩市","58,950","5,570","9.4%"
"北海道","北斗市","47,181","3,306","7.0%"
"北海道","石狩郡当別町","16,602","1,604","9.7%"
"北海道","石狩郡新篠津村","3,220","197","6.1%"
"北海道","松前郡松前町","7,793","765","9.8%"
"北海道","松前郡福島町","4,347","302","6.9%"
"北海道","上磯郡知内町","4,583","225","4.9%"
"北海道","上磯郡木古内町","4,431","377","8.5%"
"北海道","亀田郡七飯町","28,574","2,378","8.3%"
"北海道","茅部郡鹿部町","4,082","333","8.2%"
"北海道","茅部郡森町","16,255","1,054","6.5%"
"北海道","二海郡八雲町","17,277","1,306","7.6%"
"北海道","山越郡長万部町","5,625","422","7.5%"
"北海道","檜山郡江差町","8,084","624","7.7%"
"北海道","檜山郡上ノ国町","5,131","360","7.0%"
"北海道","檜山郡厚沢部町","4,111","293","7.1%"
"北海道","爾志郡乙部町","3,919","165","4.2%"
"北海道","奥尻郡奥尻町","2,795","220","7.9%"
"北海道","瀬棚郡今金町","5,544","580","10.5%"
"北海道","久遠郡せたな町","8,453","473","5.6%"
