"都道府県名","市区町村名","総数（人口）
【H29.1.1時点】","交付枚数
【H29.12.1時点】","交付率"
"全国","","127,907,086","13,009,137","10.2%"
"熊本県","阿蘇郡小国町","7,420","720","9.7%"
"熊本県","阿蘇郡産山村","1,549","120","7.7%"
"熊本県","阿蘇郡高森町","6,662","492","7.4%"
"熊本県","阿蘇郡西原村","6,845","421","6.2%"
"熊本県","阿蘇郡南阿蘇村","11,115","740","6.7%"
"熊本県","上益城郡御船町","17,320","1,482","8.6%"
"熊本県","上益城郡嘉島町","9,126","680","7.5%"
"熊本県","上益城郡益城町","33,205","3,154","9.5%"
"熊本県","上益城郡甲佐町","10,972","685","6.2%"
"熊本県","上益城郡山都町","15,848","1,248","7.9%"
"熊本県","八代郡氷川町","12,381","780","6.3%"
"熊本県","葦北郡芦北町","18,117","1,711","9.4%"
"熊本県","葦北郡津奈木町","4,785","418","8.7%"
"熊本県","球磨郡錦町","11,048","781","7.1%"
"熊本県","球磨郡多良木町","9,986","935","9.4%"
"熊本県","球磨郡湯前町","4,084","337","8.3%"
"熊本県","球磨郡水上村","2,302","208","9.0%"
"熊本県","球磨郡相良村","4,643","403","8.7%"
"熊本県","球磨郡五木村","1,164","98","8.4%"
"熊本県","球磨郡山江村","3,600","394","10.9%"
"熊本県","球磨郡球磨村","3,898","297","7.6%"
"熊本県","球磨郡あさぎり町","15,888","1,341","8.4%"
"熊本県","天草郡苓北町","7,558","454","6.0%"
"大分県","大分市","479,726","38,959","8.1%"
"大分県","別府市","119,741","11,270","9.4%"
"大分県","中津市","84,864","7,855","9.3%"
"大分県","日田市","67,708","8,857","13.1%"
"大分県","佐伯市","73,925","6,540","8.8%"
"大分県","臼杵市","39,952","3,572","8.9%"
"大分県","津久見市","18,481","1,410","7.6%"
"大分県","竹田市","22,812","2,356","10.3%"
"大分県","豊後高田市","23,144","2,676","11.6%"
"大分県","杵築市","30,222","2,690","8.9%"
"大分県","宇佐市","57,607","4,616","8.0%"
"大分県","豊後大野市","37,505","3,590","9.6%"
"大分県","由布市","35,069","2,796","8.0%"
"大分県","国東市","29,330","2,785","9.5%"
"大分県","東国東郡姫島村","2,152","887","41.2%"
"大分県","速見郡日出町","28,561","2,428","8.5%"
"大分県","玖珠郡九重町","9,907","939","9.5%"
"大分県","玖珠郡玖珠町","16,185","1,323","8.2%"
"宮崎県","宮崎市","404,375","52,977","13.1%"
"宮崎県","都城市","167,351","38,594","23.1%"
"宮崎県","延岡市","126,612","14,109","11.1%"
"宮崎県","日南市","54,999","7,984","14.5%"
"宮崎県","小林市","47,090","6,442","13.7%"
"宮崎県","日向市","62,746","4,532","7.2%"
"宮崎県","串間市","19,253","3,444","17.9%"
"宮崎県","西都市","31,260","3,400","10.9%"
"宮崎県","えびの市","20,339","2,228","11.0%"
"宮崎県","北諸県郡三股町","26,054","2,096","8.0%"
"宮崎県","西諸県郡高原町","9,687","736","7.6%"
"宮崎県","東諸県郡国富町","19,961","1,811","9.1%"
