"都道府県名","市区町村名","総数（人口）
【H29.1.1時点】","交付枚数
【H29.8.31時点】","交付率"
"全国","","127,907,086","12,301,592","9.6%"
"北海道","札幌市","1,947,494","165,035","8.5%"
"北海道","函館市","265,503","21,787","8.2%"
"北海道","小樽市","120,769","10,917","9.0%"
"北海道","旭川市","342,848","24,260","7.1%"
"北海道","室蘭市","87,180","9,232","10.6%"
"北海道","釧路市","174,518","14,666","8.4%"
"北海道","帯広市","168,096","13,369","8.0%"
"北海道","北見市","119,978","10,912","9.1%"
"北海道","夕張市","8,685","969","11.2%"
"北海道","岩見沢市","83,942","7,315","8.7%"
"北海道","網走市","36,912","3,407","9.2%"
"北海道","留萌市","22,137","1,905","8.6%"
"北海道","苫小牧市","173,135","17,259","10.0%"
"北海道","稚内市","35,490","3,734","10.5%"
"北海道","美唄市","22,724","1,911","8.4%"
"北海道","芦別市","14,512","1,465","10.1%"
"北海道","江別市","119,182","9,144","7.7%"
"北海道","赤平市","10,772","1,212","11.3%"
"北海道","紋別市","22,866","1,444","6.3%"
"北海道","士別市","19,699","1,692","8.6%"
"北海道","名寄市","28,280","2,595","9.2%"
"北海道","三笠市","9,001","921","10.2%"
"北海道","根室市","27,018","1,845","6.8%"
"北海道","千歳市","96,428","10,814","11.2%"
"北海道","滝川市","41,241","3,899","9.5%"
"北海道","砂川市","17,565","1,646","9.4%"
"北海道","歌志内市","3,524","344","9.8%"
"北海道","深川市","21,597","1,579","7.3%"
"北海道","富良野市","22,598","2,310","10.2%"
"北海道","登別市","49,440","4,539","9.2%"
"北海道","恵庭市","69,227","6,831","9.9%"
"北海道","伊達市","35,098","3,015","8.6%"
"北海道","北広島市","59,133","4,784","8.1%"
"北海道","石狩市","58,950","5,278","9.0%"
"北海道","北斗市","47,181","3,167","6.7%"
"北海道","石狩郡当別町","16,602","1,542","9.3%"
"北海道","石狩郡新篠津村","3,220","195","6.1%"
"北海道","松前郡松前町","7,793","741","9.5%"
"北海道","松前郡福島町","4,347","300","6.9%"
"北海道","上磯郡知内町","4,583","208","4.5%"
"北海道","上磯郡木古内町","4,431","348","7.9%"
"北海道","亀田郡七飯町","28,574","2,300","8.0%"
"北海道","茅部郡鹿部町","4,082","319","7.8%"
"北海道","茅部郡森町","16,255","1,023","6.3%"
"北海道","二海郡八雲町","17,277","1,288","7.5%"
"北海道","山越郡長万部町","5,625","406","7.2%"
"北海道","檜山郡江差町","8,084","607","7.5%"
"北海道","檜山郡上ノ国町","5,131","353","6.9%"
"北海道","檜山郡厚沢部町","4,111","286","7.0%"
"北海道","爾志郡乙部町","3,919","160","4.1%"
"北海道","奥尻郡奥尻町","2,795","213","7.6%"
"北海道","瀬棚郡今金町","5,544","546","9.8%"
"北海道","久遠郡せたな町","8,453","460","5.4%"
