"都道府県名","市区町村名","総数（人口）
【H28.1.1時点】","交付枚数
【H29.5.15時点】","交付率"
"全国","","128,066,211","11,474,475","9.0%"
"長野県","安曇野市","98,514","8,454","8.6%"
"長野県","南佐久郡小海町","4,850","336","6.9%"
"長野県","南佐久郡川上村","4,103","177","4.3%"
"長野県","南佐久郡南牧村","3,192","214","6.7%"
"長野県","南佐久郡南相木村","1,070","96","9.0%"
"長野県","南佐久郡北相木村","798","55","6.9%"
"長野県","南佐久郡佐久穂町","11,818","769","6.5%"
"長野県","北佐久郡軽井沢町","20,177","1,956","9.7%"
"長野県","北佐久郡御代田町","15,494","1,275","8.2%"
"長野県","北佐久郡立科町","7,594","642","8.5%"
"長野県","小県郡青木村","4,574","259","5.7%"
"長野県","小県郡長和町","6,489","309","4.8%"
"長野県","諏訪郡下諏訪町","20,902","2,414","11.5%"
"長野県","諏訪郡富士見町","15,012","1,179","7.9%"
"長野県","諏訪郡原村","7,900","553","7.0%"
"長野県","上伊那郡辰野町","20,321","1,636","8.1%"
"長野県","上伊那郡箕輪町","25,115","1,557","6.2%"
"長野県","上伊那郡飯島町","9,795","730","7.5%"
"長野県","上伊那郡南箕輪村","15,155","936","6.2%"
"長野県","上伊那郡中川村","5,082","264","5.2%"
"長野県","上伊那郡宮田村","9,175","643","7.0%"
"長野県","下伊那郡松川町","13,648","703","5.2%"
"長野県","下伊那郡高森町","13,371","752","5.6%"
"長野県","下伊那郡阿南町","4,990","255","5.1%"
"長野県","下伊那郡阿智村","6,682","260","3.9%"
"長野県","下伊那郡平谷村","473","33","7.0%"
"長野県","下伊那郡根羽村","1,004","63","6.3%"
"長野県","下伊那郡下條村","3,941","146","3.7%"
"長野県","下伊那郡売木村","597","46","7.7%"
"長野県","下伊那郡天龍村","1,428","103","7.2%"
"長野県","下伊那郡泰阜村","1,738","106","6.1%"
"長野県","下伊那郡喬木村","6,583","310","4.7%"
"長野県","下伊那郡豊丘村","6,864","413","6.0%"
"長野県","下伊那郡大鹿村","1,062","99","9.3%"
"長野県","木曽郡上松町","4,828","429","8.9%"
"長野県","木曽郡南木曽町","4,410","256","5.8%"
"長野県","木曽郡木祖村","3,055","203","6.6%"
"長野県","木曽郡王滝村","841","72","8.6%"
"長野県","木曽郡大桑村","3,979","273","6.9%"
"長野県","木曽郡木曽町","11,931","918","7.7%"
"長野県","東筑摩郡麻績村","2,894","149","5.1%"
"長野県","東筑摩郡生坂村","1,903","145","7.6%"
"長野県","東筑摩郡山形村","8,791","492","5.6%"
"長野県","東筑摩郡朝日村","4,664","189","4.1%"
"長野県","東筑摩郡筑北村","4,893","341","7.0%"
"長野県","北安曇郡池田町","10,268","687","6.7%"
"長野県","北安曇郡松川村","10,034","654","6.5%"
"長野県","北安曇郡白馬村","9,324","681","7.3%"
"長野県","北安曇郡小谷村","3,092","306","9.9%"
"長野県","埴科郡坂城町","15,505","935","6.0%"
"長野県","上高井郡小布施町","11,218","637","5.7%"
"長野県","上高井郡高山村","7,336","355","4.8%"
"長野県","下高井郡山ノ内町","13,287","721","5.4%"
