"算出基準日","都道府県名","市区町村名","総数（人口）","交付枚数","人口に対する交付枚数率","人口算出基準日","交付件数基準日","団体コード"
"2017/05/15","北海道","札幌市",1941832,153494,7.9,"2016/01/01","2017/05/15",11002
"2017/05/15","北海道","函館市",268617,20928,7.8,"2016/01/01","2017/05/15",12025
"2017/05/15","北海道","小樽市",122927,10356,8.4,"2016/01/01","2017/05/15",12033
"2017/05/15","北海道","旭川市",345288,22894,6.6,"2016/01/01","2017/05/15",12041
"2017/05/15","北海道","室蘭市",88618,8893,10.0,"2016/01/01","2017/05/15",12050
"2017/05/15","北海道","釧路市",176576,13956,7.9,"2016/01/01","2017/05/15",12068
"2017/05/15","北海道","帯広市",168539,12757,7.6,"2016/01/01","2017/05/15",12076
"2017/05/15","北海道","北見市",121048,10553,8.7,"2016/01/01","2017/05/15",12084
"2017/05/15","北海道","夕張市",9056,948,10.5,"2016/01/01","2017/05/15",12092
"2017/05/15","北海道","岩見沢市",84809,7042,8.3,"2016/01/01","2017/05/15",12106
"2017/05/15","北海道","網走市",37352,3306,8.9,"2016/01/01","2017/05/15",12114
"2017/05/15","北海道","留萌市",22503,1815,8.1,"2016/01/01","2017/05/15",12122
"2017/05/15","北海道","苫小牧市",173794,16374,9.4,"2016/01/01","2017/05/15",12131
"2017/05/15","北海道","稚内市",36184,3504,9.7,"2016/01/01","2017/05/15",12149
"2017/05/15","北海道","美唄市",23390,1830,7.8,"2016/01/01","2017/05/15",12157
"2017/05/15","北海道","芦別市",14974,1429,9.5,"2016/01/01","2017/05/15",12165
"2017/05/15","北海道","江別市",119517,8665,7.3,"2016/01/01","2017/05/15",12173
"2017/05/15","北海道","赤平市",11029,1167,10.6,"2016/01/01","2017/05/15",12181
"2017/05/15","北海道","紋別市",23277,1389,6.0,"2016/01/01","2017/05/15",12190
"2017/05/15","北海道","士別市",20216,1636,8.1,"2016/01/01","2017/05/15",12203
"2017/05/15","北海道","名寄市",28633,2508,8.8,"2016/01/01","2017/05/15",12211
"2017/05/15","北海道","三笠市",9246,882,9.5,"2016/01/01","2017/05/15",12220
"2017/05/15","北海道","根室市",27629,1750,6.3,"2016/01/01","2017/05/15",12238
"2017/05/15","北海道","千歳市",95923,10237,10.7,"2016/01/01","2017/05/15",12246
"2017/05/15","北海道","滝川市",41560,3739,9.0,"2016/01/01","2017/05/15",12254
"2017/05/15","北海道","砂川市",17792,1588,8.9,"2016/01/01","2017/05/15",12262
"2017/05/15","北海道","歌志内市",3664,321,8.8,"2016/01/01","2017/05/15",12271
"2017/05/15","北海道","深川市",21911,1525,7.0,"2016/01/01","2017/05/15",12289
"2017/05/15","北海道","富良野市",22975,2264,9.9,"2016/01/01","2017/05/15",12297
"2017/05/15","北海道","登別市",50101,4348,8.7,"2016/01/01","2017/05/15",12301
"2017/05/15","北海道","恵庭市",69073,6444,9.3,"2016/01/01","2017/05/15",12319
"2017/05/15","北海道","伊達市",35551,2915,8.2,"2016/01/01","2017/05/15",12335
"2017/05/15","北海道","北広島市",59348,4555,7.7,"2016/01/01","2017/05/15",12343
"2017/05/15","北海道","石狩市",59202,4880,8.2,"2016/01/01","2017/05/15",12351
"2017/05/15","北海道","北斗市",47603,3043,6.4,"2016/01/01","2017/05/15",12360
"2017/05/15","北海道","石狩郡当別町",16932,1470,8.7,"2016/01/01","2017/05/15",13030
"2017/05/15","北海道","石狩郡新篠津村",3287,186,5.7,"2016/01/01","2017/05/15",13048
"2017/05/15","北海道","松前郡松前町",8035,720,9.0,"2016/01/01","2017/05/15",13315
"2017/05/15","北海道","松前郡福島町",4526,286,6.3,"2016/01/01","2017/05/15",13323
"2017/05/15","北海道","上磯郡知内町",4683,191,4.1,"2016/01/01","2017/05/15",13331
"2017/05/15","北海道","上磯郡木古内町",4544,336,7.4,"2016/01/01","2017/05/15",13340
"2017/05/15","北海道","亀田郡七飯町",28580,2195,7.7,"2016/01/01","2017/05/15",13374
"2017/05/15","北海道","茅部郡鹿部町",4135,311,7.5,"2016/01/01","2017/05/15",13439
"2017/05/15","北海道","茅部郡森町",16592,974,5.9,"2016/01/01","2017/05/15",13455
"2017/05/15","北海道","二海郡八雲町",17513,1246,7.1,"2016/01/01","2017/05/15",13463
"2017/05/15","北海道","山越郡長万部町",5913,391,6.6,"2016/01/01","2017/05/15",13471
"2017/05/15","北海道","檜山郡江差町",8235,571,6.9,"2016/01/01","2017/05/15",13617
"2017/05/15","北海道","檜山郡上ノ国町",5297,335,6.3,"2016/01/01","2017/05/15",13625
"2017/05/15","北海道","檜山郡厚沢部町",4175,274,6.6,"2016/01/01","2017/05/15",13633
"2017/05/15","北海道","爾志郡乙部町",3976,152,3.8,"2016/01/01","2017/05/15",13641
"2017/05/15","北海道","奥尻郡奥尻町",2861,199,7.0,"2016/01/01","2017/05/15",13676
"2017/05/15","北海道","瀬棚郡今金町",5626,532,9.5,"2016/01/01","2017/05/15",13706
"2017/05/15","北海道","久遠郡せたな町",8637,446,5.2,"2016/01/01","2017/05/15",13714
"2017/05/15","北海道","島牧郡島牧村",1573,135,8.6,"2016/01/01","2017/05/15",13919
"2017/05/15","北海道","寿都郡寿都町",3176,254,8.0,"2016/01/01","2017/05/15",13927
"2017/05/15","北海道","寿都郡黒松内町",3023,185,6.1,"2016/01/01","2017/05/15",13935
"2017/05/15","北海道","磯谷郡蘭越町",4949,347,7.0,"2016/01/01","2017/05/15",13943
"2017/05/15","北海道","虻田郡ニセコ町",5056,345,6.8,"2016/01/01","2017/05/15",13951
"2017/05/15","北海道","虻田郡真狩村",2097,144,6.9,"2016/01/01","2017/05/15",13960
"2017/05/15","北海道","虻田郡留寿都村",1955,163,8.3,"2016/01/01","2017/05/15",13978
"2017/05/15","北海道","虻田郡喜茂別町",2314,134,5.8,"2016/01/01","2017/05/15",13986
"2017/05/15","北海道","虻田郡京極町",3161,187,5.9,"2016/01/01","2017/05/15",13994
"2017/05/15","北海道","虻田郡倶知安町",16060,1207,7.5,"2016/01/01","2017/05/15",14001
"2017/05/15","北海道","岩内郡共和町",6213,565,9.1,"2016/01/01","2017/05/15",14010
"2017/05/15","北海道","岩内郡岩内町",13428,1050,7.8,"2016/01/01","2017/05/15",14028
"2017/05/15","北海道","古宇郡泊村",1748,176,10.1,"2016/01/01","2017/05/15",14036
"2017/05/15","北海道","古宇郡神恵内村",923,72,7.8,"2016/01/01","2017/05/15",14044
"2017/05/15","北海道","積丹郡積丹町",2261,161,7.1,"2016/01/01","2017/05/15",14052
"2017/05/15","北海道","古平郡古平町",3344,220,6.6,"2016/01/01","2017/05/15",14061
