"算出基準日","区分","人口","交付枚数","人口に対する交付枚数率","人口算出基準日","交付枚数算出基準日"
"2020/08/01","全国",127443563,23246822,18.2,"2019/01/01","2020/08/01"
"2020/08/01","特別区",9486618,2258503,23.8,"2019/01/01","2020/08/01"
"2020/08/01","政令指定都市",27488569,5340870,19.4,"2019/01/01","2020/08/01"
"2020/08/01","市（政令指定都市を除く）",79573258,13962375,17.5,"2019/01/01","2020/08/01"
"2020/08/01","町村",10895118,1685074,15.5,"2019/01/01","2020/08/01"
