"算出基準日","都道府県名","市区町村名","総数（人口）","交付枚数","人口に対する交付枚数率","人口算出基準日","交付件数基準日","団体コード"
"2018/07/01","北海道","札幌市",1952348,191036,9.8,"2018/01/01","2018/07/01",11002
"2018/07/01","北海道","函館市",262519,24162,9.2,"2018/01/01","2018/07/01",12025
"2018/07/01","北海道","小樽市",118948,12271,10.3,"2018/01/01","2018/07/01",12033
"2018/07/01","北海道","旭川市",340211,27875,8.2,"2018/01/01","2018/07/01",12041
"2018/07/01","北海道","室蘭市",85807,10279,12.0,"2018/01/01","2018/07/01",12050
"2018/07/01","北海道","釧路市",172391,17544,10.2,"2018/01/01","2018/07/01",12068
"2018/07/01","北海道","帯広市",167653,14984,8.9,"2018/01/01","2018/07/01",12076
"2018/07/01","北海道","北見市",118787,12265,10.3,"2018/01/01","2018/07/01",12084
"2018/07/01","北海道","夕張市",8362,1034,12.4,"2018/01/01","2018/07/01",12092
"2018/07/01","北海道","岩見沢市",82823,8430,10.2,"2018/01/01","2018/07/01",12106
"2018/07/01","北海道","網走市",36322,3797,10.5,"2018/01/01","2018/07/01",12114
"2018/07/01","北海道","留萌市",21757,2100,9.7,"2018/01/01","2018/07/01",12122
"2018/07/01","北海道","苫小牧市",172373,19905,11.5,"2018/01/01","2018/07/01",12131
"2018/07/01","北海道","稚内市",34834,4178,12.0,"2018/01/01","2018/07/01",12149
"2018/07/01","北海道","美唄市",22211,2150,9.7,"2018/01/01","2018/07/01",12157
"2018/07/01","北海道","芦別市",14014,1625,11.6,"2018/01/01","2018/07/01",12165
"2018/07/01","北海道","江別市",118999,10468,8.8,"2018/01/01","2018/07/01",12173
"2018/07/01","北海道","赤平市",10464,1359,13.0,"2018/01/01","2018/07/01",12181
"2018/07/01","北海道","紋別市",22527,1661,7.4,"2018/01/01","2018/07/01",12190
"2018/07/01","北海道","士別市",19348,1877,9.7,"2018/01/01","2018/07/01",12203
"2018/07/01","北海道","名寄市",27909,2810,10.1,"2018/01/01","2018/07/01",12211
"2018/07/01","北海道","三笠市",8784,1034,11.8,"2018/01/01","2018/07/01",12220
"2018/07/01","北海道","根室市",26399,2069,7.8,"2018/01/01","2018/07/01",12238
"2018/07/01","北海道","千歳市",96841,12397,12.8,"2018/01/01","2018/07/01",12246
"2018/07/01","北海道","滝川市",40843,4296,10.5,"2018/01/01","2018/07/01",12254
"2018/07/01","北海道","砂川市",17364,1850,10.7,"2018/01/01","2018/07/01",12262
"2018/07/01","北海道","歌志内市",3408,377,11.1,"2018/01/01","2018/07/01",12271
"2018/07/01","北海道","深川市",21237,1751,8.2,"2018/01/01","2018/07/01",12289
"2018/07/01","北海道","富良野市",22284,2510,11.3,"2018/01/01","2018/07/01",12297
"2018/07/01","北海道","登別市",48852,5124,10.5,"2018/01/01","2018/07/01",12301
"2018/07/01","北海道","恵庭市",69521,8136,11.7,"2018/01/01","2018/07/01",12319
"2018/07/01","北海道","伊達市",34772,3276,9.4,"2018/01/01","2018/07/01",12335
"2018/07/01","北海道","北広島市",58828,5575,9.5,"2018/01/01","2018/07/01",12343
"2018/07/01","北海道","石狩市",58502,6156,10.5,"2018/01/01","2018/07/01",12351
