"算出基準日","都道府県名","市区町村名","総数（人口）","交付枚数","人口に対する交付枚数率","人口算出基準日","交付件数基準日","団体コード"
"2022/07/31","北海道","札幌市",1961575,913721,46.6,"2021/01/01","2022/07/31",11002
"2022/07/31","北海道","函館市",251891,99990,39.7,"2021/01/01","2022/07/31",12025
"2022/07/31","北海道","小樽市",112450,45635,40.6,"2021/01/01","2022/07/31",12033
"2022/07/31","北海道","旭川市",331397,132841,40.1,"2021/01/01","2022/07/31",12041
"2022/07/31","北海道","室蘭市",81579,37934,46.5,"2021/01/01","2022/07/31",12050
"2022/07/31","北海道","釧路市",165667,77743,46.9,"2021/01/01","2022/07/31",12068
"2022/07/31","北海道","帯広市",165670,62034,37.4,"2021/01/01","2022/07/31",12076
"2022/07/31","北海道","北見市",115435,45367,39.3,"2021/01/01","2022/07/31",12084
"2022/07/31","北海道","夕張市",7430,2621,35.3,"2021/01/01","2022/07/31",12092
"2022/07/31","北海道","岩見沢市",79352,33469,42.2,"2021/01/01","2022/07/31",12106
"2022/07/31","北海道","網走市",34640,12200,35.2,"2021/01/01","2022/07/31",12114
"2022/07/31","北海道","留萌市",20257,8263,40.8,"2021/01/01","2022/07/31",12122
"2022/07/31","北海道","苫小牧市",170205,77768,45.7,"2021/01/01","2022/07/31",12131
"2022/07/31","北海道","稚内市",33032,14582,44.1,"2021/01/01","2022/07/31",12149
"2022/07/31","北海道","美唄市",20504,7628,37.2,"2021/01/01","2022/07/31",12157
"2022/07/31","北海道","芦別市",12774,5148,40.3,"2021/01/01","2022/07/31",12165
"2022/07/31","北海道","江別市",119815,49700,41.5,"2021/01/01","2022/07/31",12173
"2022/07/31","北海道","赤平市",9642,3789,39.3,"2021/01/01","2022/07/31",12181
"2022/07/31","北海道","紋別市",21317,7192,33.7,"2021/01/01","2022/07/31",12190
"2022/07/31","北海道","士別市",18134,7556,41.7,"2021/01/01","2022/07/31",12203
"2022/07/31","北海道","名寄市",27059,11401,42.1,"2021/01/01","2022/07/31",12211
"2022/07/31","北海道","三笠市",8148,3587,44.0,"2021/01/01","2022/07/31",12220
"2022/07/31","北海道","根室市",24858,8834,35.5,"2021/01/01","2022/07/31",12238
"2022/07/31","北海道","千歳市",97942,55455,56.6,"2021/01/01","2022/07/31",12246
"2022/07/31","北海道","滝川市",39264,19538,49.8,"2021/01/01","2022/07/31",12254
"2022/07/31","北海道","砂川市",16505,7929,48.0,"2021/01/01","2022/07/31",12262
"2022/07/31","北海道","歌志内市",3019,1049,34.7,"2021/01/01","2022/07/31",12271
"2022/07/31","北海道","深川市",20085,6977,34.7,"2021/01/01","2022/07/31",12289
"2022/07/31","北海道","富良野市",21071,8734,41.5,"2021/01/01","2022/07/31",12297
"2022/07/31","北海道","登別市",46833,20201,43.1,"2021/01/01","2022/07/31",12301
"2022/07/31","北海道","恵庭市",70097,35140,50.1,"2021/01/01","2022/07/31",12319
"2022/07/31","北海道","伊達市",33406,14364,43.0,"2021/01/01","2022/07/31",12335
"2022/07/31","北海道","北広島市",58130,23622,40.6,"2021/01/01","2022/07/31",12343
"2022/07/31","北海道","石狩市",58282,23608,40.5,"2021/01/01","2022/07/31",12351
"2022/07/31","北海道","北斗市",45657,17024,37.3,"2021/01/01","2022/07/31",12360
"2022/07/31","北海道","石狩郡当別町",15618,5979,38.3,"2021/01/01","2022/07/31",13030
"2022/07/31","北海道","石狩郡新篠津村",2979,991,33.3,"2021/01/01","2022/07/31",13048
"2022/07/31","北海道","松前郡松前町",6753,3241,48.0,"2021/01/01","2022/07/31",13315
"2022/07/31","北海道","松前郡福島町",3859,1967,51.0,"2021/01/01","2022/07/31",13323
"2022/07/31","北海道","上磯郡知内町",4198,1413,33.7,"2021/01/01","2022/07/31",13331
"2022/07/31","北海道","上磯郡木古内町",3956,1299,32.8,"2021/01/01","2022/07/31",13340
"2022/07/31","北海道","亀田郡七飯町",28072,10219,36.4,"2021/01/01","2022/07/31",13374
"2022/07/31","北海道","茅部郡鹿部町",3811,1464,38.4,"2021/01/01","2022/07/31",13439
"2022/07/31","北海道","茅部郡森町",14849,5293,35.6,"2021/01/01","2022/07/31",13455
"2022/07/31","北海道","二海郡八雲町",15673,5443,34.7,"2021/01/01","2022/07/31",13463
"2022/07/31","北海道","山越郡長万部町",5111,1530,29.9,"2021/01/01","2022/07/31",13471
"2022/07/31","北海道","檜山郡江差町",7310,2625,35.9,"2021/01/01","2022/07/31",13617
"2022/07/31","北海道","檜山郡上ノ国町",4615,1335,28.9,"2021/01/01","2022/07/31",13625
"2022/07/31","北海道","檜山郡厚沢部町",3701,1012,27.3,"2021/01/01","2022/07/31",13633
"2022/07/31","北海道","爾志郡乙部町",3520,925,26.3,"2021/01/01","2022/07/31",13641
"2022/07/31","北海道","奥尻郡奥尻町",2498,1140,45.6,"2021/01/01","2022/07/31",13676
"2022/07/31","北海道","瀬棚郡今金町",5054,2750,54.4,"2021/01/01","2022/07/31",13706
"2022/07/31","北海道","久遠郡せたな町",7563,2365,31.3,"2021/01/01","2022/07/31",13714
"2022/07/31","北海道","島牧郡島牧村",1410,447,31.7,"2021/01/01","2022/07/31",13919
"2022/07/31","北海道","寿都郡寿都町",2887,1089,37.7,"2021/01/01","2022/07/31",13927
"2022/07/31","北海道","寿都郡黒松内町",2735,1210,44.2,"2021/01/01","2022/07/31",13935
"2022/07/31","北海道","磯谷郡蘭越町",4605,1455,31.6,"2021/01/01","2022/07/31",13943
"2022/07/31","北海道","虻田郡ニセコ町",4996,1901,38.1,"2021/01/01","2022/07/31",13951
"2022/07/31","北海道","虻田郡真狩村",2010,745,37.1,"2021/01/01","2022/07/31",13960
"2022/07/31","北海道","虻田郡留寿都村",1911,916,47.9,"2021/01/01","2022/07/31",13978
"2022/07/31","北海道","虻田郡喜茂別町",2131,706,33.1,"2021/01/01","2022/07/31",13986
"2022/07/31","北海道","虻田郡京極町",2927,983,33.6,"2021/01/01","2022/07/31",13994
"2022/07/31","北海道","虻田郡倶知安町",15123,6503,43.0,"2021/01/01","2022/07/31",14001
"2022/07/31","北海道","岩内郡共和町",5730,3141,54.8,"2021/01/01","2022/07/31",14010
"2022/07/31","北海道","岩内郡岩内町",11983,5191,43.3,"2021/01/01","2022/07/31",14028
"2022/07/31","北海道","古宇郡泊村",1561,591,37.9,"2021/01/01","2022/07/31",14036
"2022/07/31","北海道","古宇郡神恵内村",815,287,35.2,"2021/01/01","2022/07/31",14044
"2022/07/31","北海道","積丹郡積丹町",1922,805,41.9,"2021/01/01","2022/07/31",14052
"2022/07/31","北海道","古平郡古平町",2900,1157,39.9,"2021/01/01","2022/07/31",14061
"2022/07/31","北海道","余市郡仁木町",3216,1024,31.8,"2021/01/01","2022/07/31",14079
"2022/07/31","北海道","余市郡余市町",18253,5956,32.6,"2021/01/01","2022/07/31",14087
"2022/07/31","北海道","余市郡赤井川村",1176,466,39.6,"2021/01/01","2022/07/31",14095
"2022/07/31","北海道","空知郡南幌町",7447,3299,44.3,"2021/01/01","2022/07/31",14231
"2022/07/31","北海道","空知郡奈井江町",5235,2646,50.5,"2021/01/01","2022/07/31",14249
"2022/07/31","北海道","空知郡上砂川町",2801,1190,42.5,"2021/01/01","2022/07/31",14257
"2022/07/31","北海道","夕張郡由仁町",4933,1984,40.2,"2021/01/01","2022/07/31",14273
"2022/07/31","北海道","夕張郡長沼町",10515,4516,42.9,"2021/01/01","2022/07/31",14281
"2022/07/31","北海道","夕張郡栗山町",11474,4168,36.3,"2021/01/01","2022/07/31",14290
"2022/07/31","北海道","樺戸郡月形町",3080,1092,35.5,"2021/01/01","2022/07/31",14303
"2022/07/31","北海道","樺戸郡浦臼町",1749,667,38.1,"2021/01/01","2022/07/31",14311
"2022/07/31","北海道","樺戸郡新十津川町",6548,2768,42.3,"2021/01/01","2022/07/31",14320
"2022/07/31","北海道","雨竜郡妹背牛町",2827,1305,46.2,"2021/01/01","2022/07/31",14338
"2022/07/31","北海道","雨竜郡秩父別町",2365,919,38.9,"2021/01/01","2022/07/31",14346
"2022/07/31","北海道","雨竜郡雨竜町",2258,754,33.4,"2021/01/01","2022/07/31",14362
"2022/07/31","北海道","雨竜郡北竜町",1756,868,49.4,"2021/01/01","2022/07/31",14371
"2022/07/31","北海道","雨竜郡沼田町",2975,1455,48.9,"2021/01/01","2022/07/31",14389
"2022/07/31","北海道","上川郡鷹栖町",6771,2562,37.8,"2021/01/01","2022/07/31",14524
"2022/07/31","北海道","上川郡東神楽町",10154,4124,40.6,"2021/01/01","2022/07/31",14532
"2022/07/31","北海道","上川郡当麻町",6372,2247,35.3,"2021/01/01","2022/07/31",14541
"2022/07/31","北海道","上川郡比布町",3616,1401,38.7,"2021/01/01","2022/07/31",14559
"2022/07/31","北海道","上川郡愛別町",2681,1613,60.2,"2021/01/01","2022/07/31",14567
"2022/07/31","北海道","上川郡上川町",3398,1360,40.0,"2021/01/01","2022/07/31",14575
"2022/07/31","北海道","上川郡東川町",8437,3775,44.7,"2021/01/01","2022/07/31",14583
"2022/07/31","北海道","上川郡美瑛町",9775,3706,37.9,"2021/01/01","2022/07/31",14591
"2022/07/31","北海道","空知郡上富良野町",10501,5380,51.2,"2021/01/01","2022/07/31",14605
"2022/07/31","北海道","空知郡中富良野町",4849,2383,49.1,"2021/01/01","2022/07/31",14613
"2022/07/31","北海道","空知郡南富良野町",2385,966,40.5,"2021/01/01","2022/07/31",14621
"2022/07/31","北海道","勇払郡占冠村",1315,495,37.6,"2021/01/01","2022/07/31",14630
"2022/07/31","北海道","上川郡和寒町",3222,1284,39.9,"2021/01/01","2022/07/31",14648
"2022/07/31","北海道","上川郡剣淵町",3012,1076,35.7,"2021/01/01","2022/07/31",14656
"2022/07/31","北海道","上川郡下川町",3186,944,29.6,"2021/01/01","2022/07/31",14681
"2022/07/31","北海道","中川郡美深町",4112,1285,31.3,"2021/01/01","2022/07/31",14699
"2022/07/31","北海道","中川郡音威子府村",699,243,34.8,"2021/01/01","2022/07/31",14702
"2022/07/31","北海道","中川郡中川町",1440,481,33.4,"2021/01/01","2022/07/31",14711
"2022/07/31","北海道","雨竜郡幌加内町",1386,519,37.4,"2021/01/01","2022/07/31",14729
"2022/07/31","北海道","増毛郡増毛町",4116,1382,33.6,"2021/01/01","2022/07/31",14818
"2022/07/31","北海道","留萌郡小平町",2996,882,29.4,"2021/01/01","2022/07/31",14826
"2022/07/31","北海道","苫前郡苫前町",2986,1138,38.1,"2021/01/01","2022/07/31",14834
"2022/07/31","北海道","苫前郡羽幌町",6661,2405,36.1,"2021/01/01","2022/07/31",14842
"2022/07/31","北海道","苫前郡初山別村",1125,452,40.2,"2021/01/01","2022/07/31",14851
"2022/07/31","北海道","天塩郡遠別町",2543,830,32.6,"2021/01/01","2022/07/31",14869
"2022/07/31","北海道","天塩郡天塩町",2973,1479,49.7,"2021/01/01","2022/07/31",14877
