"算出基準日","区分","人口","交付枚数","人口に対する交付枚数率","人口算出基準日","交付枚数算出基準日"
"2022/07/31","全国",126654244,58151191,45.9,"2021/01/01","2022/07/31"
"2022/07/31","指定都市",27549061,13339580,48.4,"2021/01/01","2022/07/31"
"2022/07/31","特別区・市（指定都市を除く）",88437937,40381082,45.7,"2021/01/01","2022/07/31"
"2022/07/31","町村",10667246,4430529,41.5,"2021/01/01","2022/07/31"
