"算出基準日","都道府県名","総数（人口）","交付枚数","人口に対する交付枚数率","人口算出基準日","交付枚数算出基準日"
"2022/09/30","北海道",5183687,2409572,46.5,"2022/01/01","2022/09/30"
"2022/09/30","青森県",1243081,542663,43.7,"2022/01/01","2022/09/30"
"2022/09/30","岩手県",1206479,517013,42.9,"2022/01/01","2022/09/30"
"2022/09/30","宮城県",2268355,1080678,47.6,"2022/01/01","2022/09/30"
"2022/09/30","秋田県",956836,450348,47.1,"2022/01/01","2022/09/30"
"2022/09/30","山形県",1056682,488347,46.2,"2022/01/01","2022/09/30"
"2022/09/30","福島県",1841244,809003,43.9,"2022/01/01","2022/09/30"
"2022/09/30","茨城県",2890377,1350912,46.7,"2022/01/01","2022/09/30"
"2022/09/30","栃木県",1942494,890452,45.8,"2022/01/01","2022/09/30"
"2022/09/30","群馬県",1943667,822557,42.3,"2022/01/01","2022/09/30"
"2022/09/30","埼玉県",7385848,3469666,47.0,"2022/01/01","2022/09/30"
"2022/09/30","千葉県",6310875,3138929,49.7,"2022/01/01","2022/09/30"
"2022/09/30","東京都",13794933,7187765,52.1,"2022/01/01","2022/09/30"
"2022/09/30","神奈川県",9215210,4811715,52.2,"2022/01/01","2022/09/30"
"2022/09/30","新潟県",2188469,928594,42.4,"2022/01/01","2022/09/30"
"2022/09/30","富山県",1037319,516371,49.8,"2022/01/01","2022/09/30"
"2022/09/30","石川県",1124501,554922,49.3,"2022/01/01","2022/09/30"
"2022/09/30","福井県",767561,372454,48.5,"2022/01/01","2022/09/30"
"2022/09/30","山梨県",816340,375284,46.0,"2022/01/01","2022/09/30"
"2022/09/30","長野県",2056970,883438,42.9,"2022/01/01","2022/09/30"
"2022/09/30","岐阜県",1996682,948947,47.5,"2022/01/01","2022/09/30"
"2022/09/30","静岡県",3658375,1817796,49.7,"2022/01/01","2022/09/30"
"2022/09/30","愛知県",7528519,3653283,48.5,"2022/01/01","2022/09/30"
"2022/09/30","三重県",1784968,863852,48.4,"2022/01/01","2022/09/30"
"2022/09/30","滋賀県",1415222,739462,52.3,"2022/01/01","2022/09/30"
"2022/09/30","京都府",2511494,1223196,48.7,"2022/01/01","2022/09/30"
"2022/09/30","大阪府",8800753,4377050,49.7,"2022/01/01","2022/09/30"
"2022/09/30","兵庫県",5488605,2950532,53.8,"2022/01/01","2022/09/30"
"2022/09/30","奈良県",1335378,709340,53.1,"2022/01/01","2022/09/30"
"2022/09/30","和歌山県",935084,424545,45.4,"2022/01/01","2022/09/30"
"2022/09/30","鳥取県",551806,266604,48.3,"2022/01/01","2022/09/30"
"2022/09/30","島根県",666331,324879,48.8,"2022/01/01","2022/09/30"
"2022/09/30","岡山県",1879280,905139,48.2,"2022/01/01","2022/09/30"
"2022/09/30","広島県",2788687,1402580,50.3,"2022/01/01","2022/09/30"
"2022/09/30","山口県",1340458,680575,50.8,"2022/01/01","2022/09/30"
"2022/09/30","徳島県",726729,337564,46.4,"2022/01/01","2022/09/30"
"2022/09/30","香川県",964885,460599,47.7,"2022/01/01","2022/09/30"
"2022/09/30","愛媛県",1341539,675499,50.4,"2022/01/01","2022/09/30"
"2022/09/30","高知県",693369,286277,41.3,"2022/01/01","2022/09/30"
"2022/09/30","福岡県",5108507,2531599,49.6,"2022/01/01","2022/09/30"
"2022/09/30","佐賀県",812193,408247,50.3,"2022/01/01","2022/09/30"
"2022/09/30","長崎県",1320055,631769,47.9,"2022/01/01","2022/09/30"
"2022/09/30","熊本県",1747513,846998,48.5,"2022/01/01","2022/09/30"
"2022/09/30","大分県",1131140,554778,49.0,"2022/01/01","2022/09/30"
"2022/09/30","宮崎県",1078313,679616,63.0,"2022/01/01","2022/09/30"
"2022/09/30","鹿児島県",1605419,773833,48.2,"2022/01/01","2022/09/30"
"2022/09/30","沖縄県",1485670,582155,39.2,"2022/01/01","2022/09/30"
