"算出基準日","年齢","人口(男)","人口(女)","人口(計)","交付件数(男)","交付件数(女)","交付件数(計)","交付率(男)","交付率(女)","交付率(計)","全体に対する交付件数割合(男)","全体に対する交付件数割合(女)","全体に対する交付件数割合(計)","人口算出基準日","交付枚数算出基準日"
"2022/09/30","全体",61420626,64507276,125927902,30426398,31230999,61657397,49.5,48.4,49.0,100.0,100.0,100.0,"2022/01/01","2022/09/30"
"2022/09/30","0～4歳",2279668,2171048,4450716,737580,704600,1442180,32.4,32.5,32.4,2.4,2.3,2.3,"2022/01/01","2022/09/30"
"2022/09/30","5～9",2635024,2503916,5138940,1102154,1059201,2161355,41.8,42.3,42.1,3.6,3.4,3.5,"2022/01/01","2022/09/30"
"2022/09/30","10～14",2793011,2653060,5446071,1136443,1100505,2236948,40.7,41.5,41.1,3.7,3.5,3.6,"2022/01/01","2022/09/30"
"2022/09/30","15～19",2879636,2739887,5619523,1271000,1218238,2489238,44.1,44.5,44.3,4.2,3.9,4.0,"2022/01/01","2022/09/30"
"2022/09/30","20～24",3218643,3054516,6273159,1517219,1565011,3082230,47.1,51.2,49.1,5.0,5.0,5.0,"2022/01/01","2022/09/30"
"2022/09/30","25～29",3302687,3107602,6410289,1585909,1699803,3285712,48.0,54.7,51.3,5.2,5.4,5.3,"2022/01/01","2022/09/30"
"2022/09/30","30～34",3395864,3220391,6616255,1704612,1775328,3479940,50.2,55.1,52.6,5.6,5.7,5.6,"2022/01/01","2022/09/30"
"2022/09/30","35～39",3801460,3649784,7451244,1866081,1897696,3763777,49.1,52.0,50.5,6.1,6.1,6.1,"2022/01/01","2022/09/30"
"2022/09/30","40～44",4185468,4036207,8221675,1980039,1988252,3968291,47.3,49.3,48.3,6.5,6.4,6.4,"2022/01/01","2022/09/30"
"2022/09/30","45～49",4949126,4796536,9745662,2276892,2265237,4542129,46.0,47.2,46.6,7.5,7.3,7.4,"2022/01/01","2022/09/30"
"2022/09/30","50～54",4760262,4664526,9424788,2253677,2284342,4538019,47.3,49.0,48.1,7.4,7.3,7.4,"2022/01/01","2022/09/30"
"2022/09/30","55～59",3922885,3898858,7821743,2031272,2077501,4108773,51.8,53.3,52.5,6.7,6.7,6.7,"2022/01/01","2022/09/30"
"2022/09/30","60～64",3657943,3720450,7378393,2041624,2057925,4099549,55.8,55.3,55.6,6.7,6.6,6.6,"2022/01/01","2022/09/30"
"2022/09/30","65～69",3785404,3984827,7770231,2077389,2080313,4157702,54.9,52.2,53.5,6.8,6.7,6.7,"2022/01/01","2022/09/30"
"2022/09/30","70～74",4539801,5064758,9604559,2423749,2524580,4948329,53.4,49.8,51.5,8.0,8.1,8.0,"2022/01/01","2022/09/30"
"2022/09/30","75～79",2986726,3693443,6680169,1798836,1979160,3777996,60.2,53.6,56.6,5.9,6.3,6.1,"2022/01/01","2022/09/30"
"2022/09/30","80～84",2323849,3251908,5575757,1361324,1537852,2899176,58.6,47.3,52.0,4.5,4.9,4.7,"2022/01/01","2022/09/30"
"2022/09/30","85～89",1370107,2436954,3807061,826253,928362,1754615,60.3,38.1,46.1,2.7,3.0,2.8,"2022/01/01","2022/09/30"
"2022/09/30","90歳以上",633044,1858568,2491612,434345,487093,921438,68.6,26.2,37.0,1.4,1.6,1.5,"2022/01/01","2022/09/30"
