"算出基準日","都道府県名","市区町村名","総数（人口）","交付枚数","人口に対する交付枚数率","人口算出基準日","交付件数基準日","団体コード"
"2021/09/01","北海道","札幌市",1961575,680469,34.7,"2021/01/01","2021/09/01",11002
"2021/09/01","北海道","函館市",251891,82279,32.7,"2021/01/01","2021/09/01",12025
"2021/09/01","北海道","小樽市",112450,37684,33.5,"2021/01/01","2021/09/01",12033
"2021/09/01","北海道","旭川市",331397,107472,32.4,"2021/01/01","2021/09/01",12041
"2021/09/01","北海道","室蘭市",81579,31475,38.6,"2021/01/01","2021/09/01",12050
"2021/09/01","北海道","釧路市",165667,61880,37.4,"2021/01/01","2021/09/01",12068
"2021/09/01","北海道","帯広市",165670,49426,29.8,"2021/01/01","2021/09/01",12076
"2021/09/01","北海道","北見市",115435,36610,31.7,"2021/01/01","2021/09/01",12084
"2021/09/01","北海道","夕張市",7430,2218,29.9,"2021/01/01","2021/09/01",12092
"2021/09/01","北海道","岩見沢市",79352,26900,33.9,"2021/01/01","2021/09/01",12106
"2021/09/01","北海道","網走市",34640,10251,29.6,"2021/01/01","2021/09/01",12114
"2021/09/01","北海道","留萌市",20257,6590,32.5,"2021/01/01","2021/09/01",12122
"2021/09/01","北海道","苫小牧市",170205,64894,38.1,"2021/01/01","2021/09/01",12131
"2021/09/01","北海道","稚内市",33032,11891,36.0,"2021/01/01","2021/09/01",12149
"2021/09/01","北海道","美唄市",20504,6237,30.4,"2021/01/01","2021/09/01",12157
"2021/09/01","北海道","芦別市",12774,4255,33.3,"2021/01/01","2021/09/01",12165
"2021/09/01","北海道","江別市",119815,39667,33.1,"2021/01/01","2021/09/01",12173
"2021/09/01","北海道","赤平市",9642,3158,32.8,"2021/01/01","2021/09/01",12181
"2021/09/01","北海道","紋別市",21317,5766,27.0,"2021/01/01","2021/09/01",12190
"2021/09/01","北海道","士別市",18134,6071,33.5,"2021/01/01","2021/09/01",12203
"2021/09/01","北海道","名寄市",27059,9749,36.0,"2021/01/01","2021/09/01",12211
"2021/09/01","北海道","三笠市",8148,2896,35.5,"2021/01/01","2021/09/01",12220
"2021/09/01","北海道","根室市",24858,7063,28.4,"2021/01/01","2021/09/01",12238
"2021/09/01","北海道","千歳市",97942,47482,48.5,"2021/01/01","2021/09/01",12246
"2021/09/01","北海道","滝川市",39264,16266,41.4,"2021/01/01","2021/09/01",12254
"2021/09/01","北海道","砂川市",16505,5988,36.3,"2021/01/01","2021/09/01",12262
"2021/09/01","北海道","歌志内市",3019,830,27.5,"2021/01/01","2021/09/01",12271
"2021/09/01","北海道","深川市",20085,5768,28.7,"2021/01/01","2021/09/01",12289
"2021/09/01","北海道","富良野市",21071,7348,34.9,"2021/01/01","2021/09/01",12297
"2021/09/01","北海道","登別市",46833,16902,36.1,"2021/01/01","2021/09/01",12301
"2021/09/01","北海道","恵庭市",70097,29371,41.9,"2021/01/01","2021/09/01",12319
"2021/09/01","北海道","伊達市",33406,11430,34.2,"2021/01/01","2021/09/01",12335
"2021/09/01","北海道","北広島市",58130,18499,31.8,"2021/01/01","2021/09/01",12343
"2021/09/01","北海道","石狩市",58282,18981,32.6,"2021/01/01","2021/09/01",12351
"2021/09/01","北海道","北斗市",45657,13953,30.6,"2021/01/01","2021/09/01",12360
"2021/09/01","北海道","石狩郡当別町",15618,4830,30.9,"2021/01/01","2021/09/01",13030
"2021/09/01","北海道","石狩郡新篠津村",2979,677,22.7,"2021/01/01","2021/09/01",13048
"2021/09/01","北海道","松前郡松前町",6753,2671,39.6,"2021/01/01","2021/09/01",13315
"2021/09/01","北海道","松前郡福島町",3859,1703,44.1,"2021/01/01","2021/09/01",13323
"2021/09/01","北海道","上磯郡知内町",4198,931,22.2,"2021/01/01","2021/09/01",13331
"2021/09/01","北海道","上磯郡木古内町",3956,1030,26.0,"2021/01/01","2021/09/01",13340
"2021/09/01","北海道","亀田郡七飯町",28072,8530,30.4,"2021/01/01","2021/09/01",13374
"2021/09/01","北海道","茅部郡鹿部町",3811,1277,33.5,"2021/01/01","2021/09/01",13439
"2021/09/01","北海道","茅部郡森町",14849,4371,29.4,"2021/01/01","2021/09/01",13455
"2021/09/01","北海道","二海郡八雲町",15673,4501,28.7,"2021/01/01","2021/09/01",13463
"2021/09/01","北海道","山越郡長万部町",5111,1197,23.4,"2021/01/01","2021/09/01",13471
"2021/09/01","北海道","檜山郡江差町",7310,1965,26.9,"2021/01/01","2021/09/01",13617
"2021/09/01","北海道","檜山郡上ノ国町",4615,1090,23.6,"2021/01/01","2021/09/01",13625
"2021/09/01","北海道","檜山郡厚沢部町",3701,730,19.7,"2021/01/01","2021/09/01",13633
"2021/09/01","北海道","爾志郡乙部町",3520,625,17.8,"2021/01/01","2021/09/01",13641
"2021/09/01","北海道","奥尻郡奥尻町",2498,986,39.5,"2021/01/01","2021/09/01",13676
"2021/09/01","北海道","瀬棚郡今金町",5054,2436,48.2,"2021/01/01","2021/09/01",13706
"2021/09/01","北海道","久遠郡せたな町",7563,1666,22.0,"2021/01/01","2021/09/01",13714
"2021/09/01","北海道","島牧郡島牧村",1410,355,25.2,"2021/01/01","2021/09/01",13919
"2021/09/01","北海道","寿都郡寿都町",2887,866,30.0,"2021/01/01","2021/09/01",13927
"2021/09/01","北海道","寿都郡黒松内町",2735,797,29.1,"2021/01/01","2021/09/01",13935
"2021/09/01","北海道","磯谷郡蘭越町",4605,1113,24.2,"2021/01/01","2021/09/01",13943
"2021/09/01","北海道","虻田郡ニセコ町",4996,1625,32.5,"2021/01/01","2021/09/01",13951
"2021/09/01","北海道","虻田郡真狩村",2010,617,30.7,"2021/01/01","2021/09/01",13960
"2021/09/01","北海道","虻田郡留寿都村",1911,789,41.3,"2021/01/01","2021/09/01",13978
"2021/09/01","北海道","虻田郡喜茂別町",2131,564,26.5,"2021/01/01","2021/09/01",13986
"2021/09/01","北海道","虻田郡京極町",2927,805,27.5,"2021/01/01","2021/09/01",13994
"2021/09/01","北海道","虻田郡倶知安町",15123,4770,31.5,"2021/01/01","2021/09/01",14001
"2021/09/01","北海道","岩内郡共和町",5730,2006,35.0,"2021/01/01","2021/09/01",14010
"2021/09/01","北海道","岩内郡岩内町",11983,4132,34.5,"2021/01/01","2021/09/01",14028
"2021/09/01","北海道","古宇郡泊村",1561,489,31.3,"2021/01/01","2021/09/01",14036
"2021/09/01","北海道","古宇郡神恵内村",815,231,28.3,"2021/01/01","2021/09/01",14044
"2021/09/01","北海道","積丹郡積丹町",1922,729,37.9,"2021/01/01","2021/09/01",14052
"2021/09/01","北海道","古平郡古平町",2900,927,32.0,"2021/01/01","2021/09/01",14061
"2021/09/01","北海道","余市郡仁木町",3216,851,26.5,"2021/01/01","2021/09/01",14079
"2021/09/01","北海道","余市郡余市町",18253,5058,27.7,"2021/01/01","2021/09/01",14087
"2021/09/01","北海道","余市郡赤井川村",1176,391,33.2,"2021/01/01","2021/09/01",14095
"2021/09/01","北海道","空知郡南幌町",7447,2762,37.1,"2021/01/01","2021/09/01",14231
"2021/09/01","北海道","空知郡奈井江町",5235,2301,44.0,"2021/01/01","2021/09/01",14249
"2021/09/01","北海道","空知郡上砂川町",2801,917,32.7,"2021/01/01","2021/09/01",14257
"2021/09/01","北海道","夕張郡由仁町",4933,1617,32.8,"2021/01/01","2021/09/01",14273
"2021/09/01","北海道","夕張郡長沼町",10515,3844,36.6,"2021/01/01","2021/09/01",14281
"2021/09/01","北海道","夕張郡栗山町",11474,3525,30.7,"2021/01/01","2021/09/01",14290
"2021/09/01","北海道","樺戸郡月形町",3080,930,30.2,"2021/01/01","2021/09/01",14303
"2021/09/01","北海道","樺戸郡浦臼町",1749,575,32.9,"2021/01/01","2021/09/01",14311
"2021/09/01","北海道","樺戸郡新十津川町",6548,2205,33.7,"2021/01/01","2021/09/01",14320
"2021/09/01","北海道","雨竜郡妹背牛町",2827,1145,40.5,"2021/01/01","2021/09/01",14338
"2021/09/01","北海道","雨竜郡秩父別町",2365,704,29.8,"2021/01/01","2021/09/01",14346
"2021/09/01","北海道","雨竜郡雨竜町",2258,632,28.0,"2021/01/01","2021/09/01",14362
"2021/09/01","北海道","雨竜郡北竜町",1756,615,35.0,"2021/01/01","2021/09/01",14371
"2021/09/01","北海道","雨竜郡沼田町",2975,1213,40.8,"2021/01/01","2021/09/01",14389
"2021/09/01","北海道","上川郡鷹栖町",6771,2164,32.0,"2021/01/01","2021/09/01",14524
"2021/09/01","北海道","上川郡東神楽町",10154,3420,33.7,"2021/01/01","2021/09/01",14532
"2021/09/01","北海道","上川郡当麻町",6372,1812,28.4,"2021/01/01","2021/09/01",14541
"2021/09/01","北海道","上川郡比布町",3616,1210,33.5,"2021/01/01","2021/09/01",14559
"2021/09/01","北海道","上川郡愛別町",2681,1365,50.9,"2021/01/01","2021/09/01",14567
"2021/09/01","北海道","上川郡上川町",3398,1108,32.6,"2021/01/01","2021/09/01",14575
"2021/09/01","北海道","上川郡東川町",8437,2859,33.9,"2021/01/01","2021/09/01",14583
"2021/09/01","北海道","上川郡美瑛町",9775,2997,30.7,"2021/01/01","2021/09/01",14591
"2021/09/01","北海道","空知郡上富良野町",10501,4680,44.6,"2021/01/01","2021/09/01",14605
"2021/09/01","北海道","空知郡中富良野町",4849,2110,43.5,"2021/01/01","2021/09/01",14613
"2021/09/01","北海道","空知郡南富良野町",2385,806,33.8,"2021/01/01","2021/09/01",14621
"2021/09/01","北海道","勇払郡占冠村",1315,415,31.6,"2021/01/01","2021/09/01",14630
"2021/09/01","北海道","上川郡和寒町",3222,1042,32.3,"2021/01/01","2021/09/01",14648
"2021/09/01","北海道","上川郡剣淵町",3012,818,27.2,"2021/01/01","2021/09/01",14656
"2021/09/01","北海道","上川郡下川町",3186,793,24.9,"2021/01/01","2021/09/01",14681
"2021/09/01","北海道","中川郡美深町",4112,1071,26.0,"2021/01/01","2021/09/01",14699
"2021/09/01","北海道","中川郡音威子府村",699,205,29.3,"2021/01/01","2021/09/01",14702
"2021/09/01","北海道","中川郡中川町",1440,424,29.4,"2021/01/01","2021/09/01",14711
"2021/09/01","北海道","雨竜郡幌加内町",1386,442,31.9,"2021/01/01","2021/09/01",14729
"2021/09/01","北海道","増毛郡増毛町",4116,1129,27.4,"2021/01/01","2021/09/01",14818
"2021/09/01","北海道","留萌郡小平町",2996,713,23.8,"2021/01/01","2021/09/01",14826
"2021/09/01","北海道","苫前郡苫前町",2986,905,30.3,"2021/01/01","2021/09/01",14834
"2021/09/01","北海道","苫前郡羽幌町",6661,1933,29.0,"2021/01/01","2021/09/01",14842
"2021/09/01","北海道","苫前郡初山別村",1125,372,33.1,"2021/01/01","2021/09/01",14851
"2021/09/01","北海道","天塩郡遠別町",2543,591,23.2,"2021/01/01","2021/09/01",14869
"2021/09/01","北海道","天塩郡天塩町",2973,1109,37.3,"2021/01/01","2021/09/01",14877
"2021/09/01","北海道","宗谷郡猿払村",2722,1142,42.0,"2021/01/01","2021/09/01",15113
"2021/09/01","北海道","枝幸郡浜頓別町",3488,1005,28.8,"2021/01/01","2021/09/01",15121
"2021/09/01","北海道","枝幸郡中頓別町",1657,442,26.7,"2021/01/01","2021/09/01",15130
"2021/09/01","北海道","枝幸郡枝幸町",7856,2520,32.1,"2021/01/01","2021/09/01",15148
"2021/09/01","北海道","天塩郡豊富町",3823,1194,31.2,"2021/01/01","2021/09/01",15164
"2021/09/01","北海道","礼文郡礼文町",2416,616,25.5,"2021/01/01","2021/09/01",15172
"2021/09/01","北海道","利尻郡利尻町",1964,532,27.1,"2021/01/01","2021/09/01",15181
"2021/09/01","北海道","利尻郡利尻富士町",2388,769,32.2,"2021/01/01","2021/09/01",15199
"2021/09/01","北海道","天塩郡幌延町",2269,741,32.7,"2021/01/01","2021/09/01",15202
"2021/09/01","北海道","網走郡美幌町",18941,5378,28.4,"2021/01/01","2021/09/01",15431
"2021/09/01","北海道","網走郡津別町",4484,1026,22.9,"2021/01/01","2021/09/01",15440
"2021/09/01","北海道","斜里郡斜里町",11300,3922,34.7,"2021/01/01","2021/09/01",15458
"2021/09/01","北海道","斜里郡清里町",3951,942,23.8,"2021/01/01","2021/09/01",15466
"2021/09/01","北海道","斜里郡小清水町",4676,1280,27.4,"2021/01/01","2021/09/01",15474
"2021/09/01","北海道","常呂郡訓子府町",4810,1231,25.6,"2021/01/01","2021/09/01",15491
"2021/09/01","北海道","常呂郡置戸町",2765,796,28.8,"2021/01/01","2021/09/01",15504
"2021/09/01","北海道","常呂郡佐呂間町",4955,1080,21.8,"2021/01/01","2021/09/01",15521
