"算出基準日","年齢","人口(男)","人口(女)","人口(計)","交付件数(男)","交付件数(女)","交付件数(計)","交付率(男)","交付率(女)","交付率(計)","全体に対する交付件数割合(男)","全体に対する交付件数割合(女)","全体に対する交付件数割合(計)","人口算出基準日","交付枚数算出基準日"
"2021/09/01","全体",61797907,64856337,126654244,23612329,23999842,47612171,38.2,37.0,37.6,100.0,100.0,100.0,"2021/01/01","2021/09/01"
"2021/09/01","0～4歳",2368294,2253015,4621309,562137,539399,1101536,23.7,23.9,23.8,2.4,2.2,2.3,"2021/01/01","2021/09/01"
"2021/09/01","5～9",2671006,2540699,5211705,819518,788561,1608079,30.7,31.0,30.9,3.5,3.3,3.4,"2021/01/01","2021/09/01"
"2021/09/01","10～14",2813693,2672424,5486117,817612,795605,1613217,29.1,29.8,29.4,3.5,3.3,3.4,"2021/01/01","2021/09/01"
"2021/09/01","15～19",2930647,2788116,5718763,883740,870605,1754345,30.2,31.2,30.7,3.7,3.6,3.7,"2021/01/01","2021/09/01"
"2021/09/01","20～24",3279022,3099426,6378448,1052510,1124660,2177170,32.1,36.3,34.1,4.5,4.7,4.6,"2021/01/01","2021/09/01"
"2021/09/01","25～29",3322243,3122193,6444436,1157629,1260121,2417750,34.8,40.4,37.5,4.9,5.3,5.1,"2021/01/01","2021/09/01"
"2021/09/01","30～34",3477071,3299165,6776236,1321638,1378532,2700170,38.0,41.8,39.8,5.6,5.7,5.7,"2021/01/01","2021/09/01"
"2021/09/01","35～39",3873471,3725116,7598587,1459342,1484616,2943958,37.7,39.9,38.7,6.2,6.2,6.2,"2021/01/01","2021/09/01"
"2021/09/01","40～44",4328567,4176094,8504661,1574418,1560067,3134485,36.4,37.4,36.9,6.7,6.5,6.6,"2021/01/01","2021/09/01"
"2021/09/01","45～49",5036488,4884780,9921268,1819547,1791716,3611263,36.1,36.7,36.4,7.7,7.5,7.6,"2021/01/01","2021/09/01"
"2021/09/01","50～54",4445711,4356821,8802532,1777361,1792255,3569616,40.0,41.1,40.6,7.5,7.5,7.5,"2021/01/01","2021/09/01"
"2021/09/01","55～59",4012379,3996798,8009177,1613711,1633593,3247304,40.2,40.9,40.5,6.8,6.8,6.8,"2021/01/01","2021/09/01"
"2021/09/01","60～64",3671788,3740656,7412444,1686420,1679675,3366095,45.9,44.9,45.4,7.1,7.0,7.1,"2021/01/01","2021/09/01"
"2021/09/01","65～69",3939694,4158810,8098504,1797331,1770318,3567649,45.6,42.6,44.1,7.6,7.4,7.5,"2021/01/01","2021/09/01"
"2021/09/01","70～74",4415966,4921233,9337199,2102916,2129981,4232897,47.6,43.3,45.3,8.9,8.9,8.9,"2021/01/01","2021/09/01"
"2021/09/01","75～79",3073178,3817058,6890236,1278349,1378659,2657008,41.6,36.1,38.6,5.4,5.7,5.6,"2021/01/01","2021/09/01"
"2021/09/01","80～84",2222338,3134063,5356401,993142,1076313,2069455,44.7,34.3,38.6,4.2,4.5,4.3,"2021/01/01","2021/09/01"
"2021/09/01","85～89",1318085,2384056,3702141,597213,633597,1230810,45.3,26.6,33.2,2.5,2.6,2.6,"2021/01/01","2021/09/01"
"2021/09/01","90～94",491646,1290447,1782093,238820,245232,484052,48.6,19.0,27.2,1.0,1.0,1.0,"2021/01/01","2021/09/01"
"2021/09/01","95～99",97017,424275,521292,53191,57785,110976,54.8,13.6,21.3,0.2,0.2,0.2,"2021/01/01","2021/09/01"
"2021/09/01","100歳以上",9588,71049,80637,5784,8552,14336,60.3,12.0,17.8,0.0,0.0,0.0,"2021/01/01","2021/09/01"
