"算出基準日","都道府県名","市区町村名","総数（人口）","交付枚数","人口に対する交付枚数率","人口算出基準日","交付件数基準日","団体コード"
"2020/03/01","北海道","札幌市",1955457,261542,13.4,"2019/01/01","2020/03/01",11002
"2020/03/01","北海道","函館市",258948,31683,12.2,"2019/01/01","2020/03/01",12025
"2020/03/01","北海道","小樽市",116529,15363,13.2,"2019/01/01","2020/03/01",12033
"2020/03/01","北海道","旭川市",337392,39183,11.6,"2019/01/01","2020/03/01",12041
"2020/03/01","北海道","室蘭市",84405,12961,15.4,"2019/01/01","2020/03/01",12050
"2020/03/01","北海道","釧路市",170364,24928,14.6,"2019/01/01","2020/03/01",12068
"2020/03/01","北海道","帯広市",166889,19136,11.5,"2019/01/01","2020/03/01",12076
"2020/03/01","北海道","北見市",117806,15773,13.4,"2019/01/01","2020/03/01",12084
"2020/03/01","北海道","夕張市",8087,1174,14.5,"2019/01/01","2020/03/01",12092
"2020/03/01","北海道","岩見沢市",81778,11015,13.5,"2019/01/01","2020/03/01",12106
"2020/03/01","北海道","網走市",35704,4627,13.0,"2019/01/01","2020/03/01",12114
"2020/03/01","北海道","留萌市",21310,2804,13.2,"2019/01/01","2020/03/01",12122
"2020/03/01","北海道","苫小牧市",171811,27304,15.9,"2019/01/01","2020/03/01",12131
"2020/03/01","北海道","稚内市",34249,5387,15.7,"2019/01/01","2020/03/01",12149
"2020/03/01","北海道","美唄市",21602,2684,12.4,"2019/01/01","2020/03/01",12157
"2020/03/01","北海道","芦別市",13635,1964,14.4,"2019/01/01","2020/03/01",12165
"2020/03/01","北海道","江別市",118985,14009,11.8,"2019/01/01","2020/03/01",12173
"2020/03/01","北海道","赤平市",10186,1652,16.2,"2019/01/01","2020/03/01",12181
"2020/03/01","北海道","紋別市",22044,2053,9.3,"2019/01/01","2020/03/01",12190
"2020/03/01","北海道","士別市",18965,2315,12.2,"2019/01/01","2020/03/01",12203
"2020/03/01","北海道","名寄市",27582,3973,14.4,"2019/01/01","2020/03/01",12211
"2020/03/01","北海道","三笠市",8562,1295,15.1,"2019/01/01","2020/03/01",12220
"2020/03/01","北海道","根室市",25953,2642,10.2,"2019/01/01","2020/03/01",12238
